Postal code,Value test,City,Geo Location
12500.0,5,Castelló,"{""latitude"":40.4739517,""longitude"":0.4759103}"
12539.0,11,Castelló,"{""latitude"":39.8944086,""longitude"":-0.1098629}"
12540.0,4,Castelló,"{""latitude"":39.9432662,""longitude"":-0.0939928}"
12550.0,4,Castelló,"{""latitude"":39.9467706,""longitude"":-0.0632283}"
12560.0,0,Castelló,"{""latitude"":40.050410816339124,""longitude"":0.06745572465353664}"
12580.0,3,Castelló,"{""latitude"":40.40952257746171,""longitude"":0.42375019748929904}"
12590.0,-1,Castelló,"{""latitude"":39.7539595,""longitude"":-0.2209055}"
12594.0,-6,Castelló,"{""latitude"":40.0925139323329,""longitude"":0.13859932835741515}"
12598.0,0,Castelló,"{""latitude"":40.3632415,""longitude"":0.3958387}"
12600.0,-4,Castelló,"{""latitude"":39.8212211,""longitude"":-0.2257458}"
13001.0,0,Ciudad Real,"{""latitude"":38.980935,""longitude"":-3.9271279}"
13003.0,2,Ciudad Real,"{""latitude"":38.9861862,""longitude"":-3.9258538}"
13004.0,1,Ciudad Real,"{""latitude"":38.9804784,""longitude"":-3.9302354}"
13005.0,0,Ciudad Real,"{""latitude"":38.9751598,""longitude"":-3.9277084}"
13100.0,1,Ciudad Real,"{""latitude"":39.0352091,""longitude"":-4.1753387}"
13170.0,1,Ciudad Real,"{""latitude"":38.9689092448347,""longitude"":-3.8969695481716684}"
13195.0,0,Ciudad Real,"{""latitude"":38.9382977,""longitude"":-3.9770183}"
13200.0,0,Ciudad Real,"{""latitude"":38.9951639,""longitude"":-3.3661315}"
13240.0,1,Ciudad Real,"{""latitude"":38.9378595,""longitude"":-3.2380939}"
13250.0,15,Ciudad Real,"{""latitude"":39.0684636,""longitude"":-3.6111952}"
13260.0,0,Ciudad Real,"{""latitude"":38.9030812,""longitude"":-3.6681649}"
13270.0,2,Ciudad Real,"{""latitude"":38.8907608,""longitude"":-3.7154283}"
13300.0,5,Ciudad Real,"{""latitude"":38.7684026,""longitude"":-3.3799934}"
13320.0,2,Ciudad Real,"{""latitude"":38.7369145,""longitude"":-3.0186353}"
13370.0,1,Ciudad Real,"{""latitude"":38.7032486,""longitude"":-3.7750508}"
13380.0,0,Ciudad Real,"{""latitude"":38.7690579,""longitude"":-3.85767716}"
13400.0,2,Ciudad Real,"{""latitude"":38.7783039,""longitude"":-4.8305157}"
13500.0,7,Ciudad Real,"{""latitude"":38.6905955,""longitude"":-4.1108811}"
13580.0,1,Ciudad Real,"{""latitude"":38.7107138,""longitude"":-4.1761747}"
13600.0,1,Ciudad Real,"{""latitude"":39.3880138,""longitude"":-3.2135941}"
13620.0,2,Ciudad Real,"{""latitude"":39.3917046,""longitude"":-2.947949}"
13640.0,0,Ciudad Real,"{""latitude"":39.3681362,""longitude"":-3.3563675}"
13650.0,0,Ciudad Real,"{""latitude"":39.3232127,""longitude"":-3.4823656}"
13670.0,5,Villarrubia de los Ojos,"{""latitude"":39.223033,""longitude"":-3.6048725}"
13700.0,1,Ciudad Real,"{""latitude"":39.1484054,""longitude"":-3.0436929}"
13770.0,0,Ciudad Real,"{""latitude"":38.5227972,""longitude"":-3.5605516}"
14001.0,5,Córdoba,"{""latitude"":37.8930134,""longitude"":-4.7708237}"
14004.0,11,Córdoba,"{""latitude"":37.874891,""longitude"":-4.79795}"
14005.0,13,Córdoba,"{""latitude"":37.8774197,""longitude"":-4.7978474}"
14006.0,0,Córdoba,"{""latitude"":37.8973119,""longitude"":-4.7804284}"
14007.0,7,Córdoba,"{""latitude"":37.8919352,""longitude"":-4.7624687}"
14009.0,4,Córdoba,"{""latitude"":37.86919,""longitude"":-4.7783744}"
14010.0,0,Córdoba,"{""latitude"":37.8805185,""longitude"":-4.766055}"
14011.0,-1,Córdoba,"{""latitude"":37.893585,""longitude"":-4.7970555}"
14012.0,6,Córdoba,"{""latitude"":37.9085697,""longitude"":-4.8028807}"
14013.0,4,Córdoba,"{""latitude"":37.8462866,""longitude"":-4.8000714}"
14029.0,28,Córdoba,"{""latitude"":37.84856303,""longitude"":-4.8065858}"
14130.0,0,Córdoba,"{""latitude"":""37.7575822"",""longitude"":""-4.9427518""}"
14200.0,4,Córdoba,"{""latitude"":38.3049232,""longitude"":-5.2761047}"
14400.0,0,Córdoba,"{""latitude"":38.3778292,""longitude"":-4.8460401}"
14520.0,10,Córdoba,"{""latitude"":37.66695195510249,""longitude"":-4.7245352681109365}"
14540.0,2,Córdoba,"{""latitude"":37.6079892,""longitude"":-4.7391794}"
14548.0,12,Córdoba,"{""latitude"":37.5808555861002,""longitude"":-4.748293076577014}"
14550.0,5,Córdoba,"{""latitude"":37.5832957,""longitude"":-4.6387857}"
14600.0,-1,Córdoba,"{""latitude"":38.0164711,""longitude"":-4.3792317}"
14610.0,0,Córdoba,"{""latitude"":37.9155136,""longitude"":-4.7000794}"
14700.0,8,Córdoba,"{""latitude"":37.6961994,""longitude"":-5.2790155}"
14710.0,3,Córdoba,"{""latitude"":37.8496137,""longitude"":-4.914087}"
14711.0,0,Córdoba,"{""latitude"":37.8496156,""longitude"":-4.9140732}"
14800.0,41,Córdoba,"{""latitude"":37.4388328,""longitude"":-4.2028723}"
14830.0,1,Córdoba,"{""latitude"":37.6730079,""longitude"":-4.5571235}"
14850.0,10,Córdoba,"{""latitude"":37.6187069,""longitude"":-4.320621}"
14900.0,0,Córdoba,"{""latitude"":37.4116455,""longitude"":-4.4861823}"
14910.0,18,Córdoba,"{""latitude"":37.266132883852585,""longitude"":-4.536695509474214}"
14920.0,1,Córdoba,"{""latitude"":37.5200199,""longitude"":-4.6568103}"
15002.0,-2,A Coruña,"{""latitude"":43.37943361062512,""longitude"":-8.403819006532522}"
15003.0,-4,A Coruña,"{""latitude"":43.37018657634316,""longitude"":-8.405293140961884}"
15006.0,0,La Coruña,"{""latitude"":43.3537568,""longitude"":-8.3962362}"
15007.0,-1,La Coruña,"{""latitude"":43.3567552,""longitude"":-8.4133389}"
15008.0,0,A Coruña,"{""latitude"":43.3553265,""longitude"":-8.4185937}"
15009.0,-1,A Coruña,"{""latitude"":43.3497543,""longitude"":-8.3961698}"
15010.0,1,A Coruña,"{""latitude"":43.3612618,""longitude"":-8.417909}"
15011.0,0,A Coruña,"{""latitude"":43.3637759,""longitude"":-8.4433881}"
15102.0,0,A Coruña,"{""latitude"":43.2082473,""longitude"":-8.6887532}"
15110.0,0,A Coruña,"{""latitude"":43.2424219,""longitude"":-8.9005646}"
15160.0,0,La Coruña,"{""latitude"":43.3470265,""longitude"":-8.2479197}"
15165.0,0,La Coruña,"{""latitude"":43.3062312,""longitude"":-8.2326741}"
15168.0,1,A Coruña,"{""latitude"":43.34662547156549,""longitude"":-8.306640383852187}"
15172.0,1,La Coruña,"{""latitude"":43.3327252,""longitude"":-8.3719145}"
15200.0,0,Noia,"{""latitude"":""42.78627572886698"",""longitude"":""-8.885989701468041""}"
15220.0,-1,A Coruña,"{""latitude"":42.8575101,""longitude"":-8.6484984}"
15300.0,0,A Coruña,"{""latitude"":43.2800636,""longitude"":-8.2115196}"
15310.0,0,A Coruña,"{""latitude"":43.1224892,""longitude"":-8.1471904}"
15318.0,2,A Coruña,"{""latitude"":43.2470641,""longitude"":-8.2419385}"
15319.0,0,A Coruña,"{""latitude"":43.2837321,""longitude"":-8.2079381}"
15403.0,0,Ferrol,"43.4864418,-8.225666"
15404.0,3,A Coruña,"{""latitude"":43.49470965450565,""longitude"":-8.207333660025691}"
15594.0,-4,A Coruña,"{""latitude"":43.5147145,""longitude"":-8.289555}"
15659.0,0,Cambre,"{""latitude"":43.2816416,""longitude"":-8.3275785}"
15669.0,0,La Coruña,"{""latitude"":43.2870196,""longitude"":-8.3322871}"
15670.0,1,A Coruña,"{""latitude"":43.3186379,""longitude"":-8.367096}"
15702.0,0,A Coruña,"{""latitude"":42.8647138,""longitude"":-8.5428911}"
15705.0,0,A Coruña,"{""latitude"":42.8834043,""longitude"":-8.5485683}"
15840.0,0,La Coruña,"{""latitude"":43.03153233626094,""longitude"":-8.800243824566229}"
16002.0,1,Cuenca,"{""latitude"":40.0758361,""longitude"":-2.1378028}"
16003.0,2,Cuenca,"{""latitude"":40.0678369,""longitude"":-2.1384668}"
16004.0,2,Cuenca,"{""latitude"":40.0699291,""longitude"":-2.1353094}"
16235.0,7,Cuenca,"{""latitude"":39.4409685,""longitude"":-1.744257}"
16240.0,0,Cuenca,"{""latitude"":39.5002735,""longitude"":-1.8978656}"
17200.0,2,Girona,"{""latitude"":41.91508894,""longitude"":3.16955909}"
17300.0,1,Girona,"{""latitude"":41.6789203,""longitude"":2.7729764}"
17310.0,1,Girona,"{""latitude"":41.7080302,""longitude"":2.8217908}"
17404.0,3,Girona,"{""latitude"":""41.72041"",""longitude"":""2.55078""}"
17411.0,0,Girona,"{""latitude"":41.7592059,""longitude"":2.8008216}"
17412.0,0,Girona,"{""latitude"":""41.74503"",""longitude"":""2.77897""}"
17488.0,5,Girona,"{""latitude"":42.2900102,""longitude"":3.275199}"
17600.0,4,Girona,"{""latitude"":42.2641668,""longitude"":2.9660293}"
17706.0,0,Girona,"{""latitude"":42.31612619,""longitude"":2.92004143}"
18002.0,0,Granada,"{""latitude"":37.1723962,""longitude"":-3.6038256}"
18003.0,0,Granada,"{""latitude"":37.1782117,""longitude"":-3.611176}"
18005.0,1,Granada,"{""latitude"":37.1707799,""longitude"":-3.6033215}"
18006.0,0,Granada,"{""latitude"":37.149895140935804,""longitude"":-3.602731665599721}"
18007.0,0,Granada,"{""latitude"":""37.1527614"",""longitude"":""-3.5983239""}"
18008.0,5,Granada,"{""latitude"":37.15979959655989,""longitude"":-3.5858869090889285}"
18009.0,1,Granada,"{""latitude"":37.1726184,""longitude"":-3.5924971}"
18012.0,3,Granada,"{""latitude"":37.185643,""longitude"":-3.6024524}"
18014.0,-3,Granada,"{""latitude"":37.1984025,""longitude"":-3.6151322}"
18015.0,1,Granada,"{""latitude"":37.1893119,""longitude"":-3.6233204}"
18016.0,0,Granada,"{""latitude"":37.150124716529604,""longitude"":-3.603217328744188}"
18110.0,2,Granada,"{""latitude"":37.1374868,""longitude"":-3.6611556}"
18193.0,3,Granada,"{""latitude"":37.133522347169105,""longitude"":-3.56036108188687}"
18195.0,1,Granada,"{""latitude"":37.1515615,""longitude"":-3.665968}"
18197.0,3,Granada,"{""latitude"":37.2180413,""longitude"":-3.6065959}"
18200.0,0,Granada,"{""latitude"":37.2118522,""longitude"":-3.6359538}"
18220.0,0,Granada,"{""latitude"":37.2323841,""longitude"":-3.6506302}"
18230.0,0,Granada,"{""latitude"":37.2209337,""longitude"":-3.6898351}"
18300.0,0,Granada,"{""latitude"":37.1641648,""longitude"":-4.1399665}"
18360.0,1,Granada,"{""latitude"":37.2005466,""longitude"":-4.0518215}"
18500.0,66,Granada,"{""latitude"":37.2980801,""longitude"":-3.1297426}"
18600.0,-3,Granada,"{""latitude"":36.74862390102393,""longitude"":-3.5187019985113506}"
18620.0,5,Granada,"{""latitude"":37.1046749,""longitude"":-3.6441074}"
18680.0,0,Granada,"{""latitude"":36.74786633349163,""longitude"":-3.612251145382346}"
18690.0,15,Granada,"{""latitude"":36.733987,""longitude"":-3.7041408}"
18800.0,23,Granada,"{""latitude"":37.491346821257366,""longitude"":-2.778891041845746}"
18810.0,0,Granada,"{""latitude"":""37.4843236"",""longitude"":""-2.7154496""}"
18812.0,1,Granada,"{""latitude"":""37.5340286"",""longitude"":""-2.9177404""}"
18817.0,12,Granada,"{""latitude"":37.6073987,""longitude"":-2.7056073}"
18818.0,0,Granada,"{""latitude"":""37.70565"",""longitude"":""-2.6583199""}"
18830.0,0,Granada,"{""latitude"":""37.881792"",""longitude"":""-2.596831""}"
19004.0,0,Guadalajara,"{""latitude"":""40.6371378"",""longitude"":""-3.1617586""}"
19141.0,0,Guadalajara,"{""latitude"":40.485522919372364,""longitude"":-3.0676060728757344}"
19170.0,1,Guadalajara,"{""latitude"":40.7098353,""longitude"":-3.4470584}"
19171.0,0,Guadalajara,"{""latitude"":40.636595980148066,""longitude"":-3.234111745688948}"
19174.0,0,Guadalajara,"{""latitude"":""40.69043077811257"",""longitude"":""-3.3686015361206394""}"
19180.0,-2,Guadalajara,"{""latitude"":40.6684635,""longitude"":-3.1975522}"
19185.0,0,Guadalajara,"{""latitude"":40.7646477,""longitude"":-3.4145208}"
19187.0,0,Guadalajara,"{""latitude"":40.8407809,""longitude"":-3.4619662}"
19188.0,2,Guadalajara,"{""latitude"":40.7923671,""longitude"":-3.4751797}"
19200.0,-2,Guadalajara,"{""latitude"":40.5659808,""longitude"":-3.2644459}"
19208.0,0,Guadalajara,"{""latitude"":""40.5953063857045"",""longitude"":""-3.2435573986727464""}"
19326.0,1,Guadalajara,"{""latitude"":""40.7756225"",""longitude"":""-1.6497107""}"
20001.0,1,Gipuzkoa,"{""latitude"":43.3238875,""longitude"":-1.9726585}"
20002.0,14,Gipuzkoa,"{""latitude"":43.3259047,""longitude"":-1.9729317}"
20010.0,1,Gipuzkoa,"{""latitude"":43.3093491,""longitude"":-1.9812277}"
20012.0,0,Gipuzkoa,"{""latitude"":43.3138063,""longitude"":-1.976379}"
20015.0,1,Gipuzkoa,"{""latitude"":43.3194218,""longitude"":-1.9530723}"
20017.0,3,Donostia,"45.5287281,9.0447337"
20120.0,1,Gipuzkoa,"{""latitude"":43.2775448,""longitude"":-2.0015745}"
20304.0,0,Gipuzkoa,"{""latitude"":43.3404645,""longitude"":-1.7844129}"
20305.0,3,Gipuzkoa,"{""latitude"":43.329285922343125,""longitude"":-1.815933756814968}"
20810.0,0,Gipuzkoa,"{""latitude"":43.27982927012383,""longitude"":-2.126188169430304}"
21001.0,2,Huelva,"{""latitude"":37.25217206,""longitude"":-6.95773736}"
21002.0,2,Huelva,"{""latitude"":""37.2620796"",""longitude"":""-6.9557055""}"
21003.0,2,Huelva,"{""latitude"":""37.2541234"",""longitude"":""-6.9457365""}"
21004.0,-2,Huelva,"{""latitude"":37.2661053,""longitude"":-6.9423133}"
21005.0,2,Huelva,"{""latitude"":37.278088353267556,""longitude"":-6.937719309812953}"
21006.0,0,Huelva,"{""latitude"":37.26095833333333,""longitude"":-6.936855000000001}"
21007.0,3,Huelva,"{""latitude"":37.2548247,""longitude"":-6.9321203}"
21100.0,0,Huelva,"{""latitude"":37.19218166666667,""longitude"":-6.967473333333333}"
21110.0,4,Huelva,"{""latitude"":37.2829203,""longitude"":-7.0099158}"
21120.0,1,Huelva,"{""latitude"":37.2753333,""longitude"":-6.9914104}"
21200.0,0,Huelva,"{""latitude"":37.8933326,""longitude"":-6.5621995}"
21400.0,0,Huelva,"{""latitude"":""37.2116425"",""longitude"":""-7.4045184""}"
21440.0,0,Huelva,"{""latitude"":37.2491742,""longitude"":-7.2031101}"
21449.0,3,Huelva,"{""latitude"":37.2064605,""longitude"":-7.2186042}"
21450.0,3,Huelva,"{""latitude"":37.288148,""longitude"":-7.143375}"
21510.0,7,Huelva,"{""latitude"":37.44648166256347,""longitude"":-7.104485578958717}"
21520.0,0,Huelva,"{""latitude"":37.53756476052187,""longitude"":-7.104683650538246}"
21600.0,9,Huelva,"{""latitude"":37.5753504,""longitude"":-6.7625417}"
21710.0,16,Huelva,"{""latitude"":37.33482633024997,""longitude"":-6.541580517245714}"
21730.0,-2,Huelva,"{""latitude"":37.238034508412184,""longitude"":-6.487136762276574}"
21760.0,1,Huelva,"{""latitude"":37.00900722599,""longitude"":-6.563677892618567}"
21830.0,0,Huelva,"{""latitude"":37.3250082,""longitude"":-6.6796756}"
21880.0,34,Huelva,"{""latitude"":37.4173698,""longitude"":-6.4039234}"
22005.0,4,Huesca,"{""latitude"":42.12679506025829,""longitude"":-0.40481106401095845}"
22006.0,1,Huesca,"{""latitude"":42.1478849,""longitude"":-0.3893009}"
22300.0,1,Huesca,"{""latitude"":42.0320461,""longitude"":0.1330464}"
22400.0,0,Huesca,"{""latitude"":41.914719973042494,""longitude"":0.1876677004701716}"
22600.0,2,Huesca,"{""latitude"":""42.5192817"",""longitude"":""-0.3674694""}"
22660.0,0,Huesca,"{""latitude"":""42.7321798"",""longitude"":""-0.3110604""}"
23001.0,10,Jaén,"{""latitude"":37.7681282,""longitude"":-3.7861387}"
23002.0,2,Jaén,"{""latitude"":37.76205321323279,""longitude"":-3.7954514989473838}"
23003.0,0,Jaén,"{""latitude"":37.768952434705675,""longitude"":-3.7854042895269187}"
23004.0,0,Jaén,"{""latitude"":""37.76196936973398"",""longitude"":""-3.7957235952101565""}"
23007.0,0,Jaén,"{""latitude"":37.7742298,""longitude"":-3.7886779}"
23008.0,3,Jaén,"{""latitude"":37.7742064,""longitude"":-3.7887336}"
23009.0,3,Jaén,"{""latitude"":37.783527,""longitude"":-3.7886236}"
23100.0,0,Jaén,"{""latitude"":37.7839613,""longitude"":-3.6086327}"
23170.0,0,Jaén,"{""latitude"":""37.7622926"",""longitude"":""-3.7176412""}"
23196.0,0,Jaén,"{""latitude"":37.724464458461775,""longitude"":-3.7577931303847856}"
23200.0,1,Jaén,"{""latitude"":38.275386585392596,""longitude"":-3.611064407149335}"
23211.0,1,Jaén,"{""latitude"":38.236615533951394,""longitude"":-3.6123121085336685}"
23240.0,14,Jaén,"{""latitude"":38.18372577823565,""longitude"":-3.3187297091516013}"
23320.0,21,Jaén,"{""latitude"":38.035815533677216,""longitude"":-3.2924196707256184}"
23400.0,1,Jaén,"{""latitude"":38.0148863,""longitude"":-3.3719087}"
23440.0,-2,Jaén,"{""latitude"":37.9960122,""longitude"":-3.4774477}"
23470.0,0,Jaén,"{""latitude"":37.9121544,""longitude"":-3.004977}"
23650.0,1,Jaén,"{""latitude"":37.76487311367441,""longitude"":-3.9543733086507324}"
23680.0,16,Jaén,"{""latitude"":37.4580903,""longitude"":-3.9188003}"
23686.0,1,Jaén,"{""latitude"":37.4233018,""longitude"":-3.8198471}"
23687.0,0,Jaén,"{""latitude"":37.4918571,""longitude"":-3.9178915}"
23689.0,0,Jaén,"{""latitude"":37.442857,""longitude"":-4.0291462}"
23690.0,2,Jaén,"{""latitude"":37.485513,""longitude"":-3.8410916}"
23691.0,1,Jaén,"{""latitude"":""37.4646606"",""longitude"":""-3.8377707""}"
23692.0,2,Jaén,"{""latitude"":37.447446666666664,""longitude"":-3.86834}"
23700.0,15,Jaén,"{""latitude"":38.0948426,""longitude"":-3.6364162}"
23740.0,-1,Jaén,"{""latitude"":38.04088300608671,""longitude"":-4.046181317610448}"
24001.0,-1,León,"{""latitude"":""42.59779833581579"",""longitude"":""-5.57321362763249""}"
24002.0,6,León,"{""latitude"":42.6002892,""longitude"":-5.5715706}"
24003.0,0,León,"{""latitude"":42.59441937284338,""longitude"":-5.5664759263640775}"
24005.0,3,León,"{""latitude"":42.5925755,""longitude"":-5.5670026}"
24007.0,5,León,"{""latitude"":42.61141177437015,""longitude"":-5.56771560840545}"
24195.0,-16,León,"{""latitude"":42.614478103629196,""longitude"":-5.5502830242767836}"
24196.0,-2,León,"{""latitude"":42.642372241710625,""longitude"":-5.603373342198494}"
24210.0,0,León,"{""latitude"":""42.4986925"",""longitude"":""-5.4197085""}"
24300.0,1,León,"{""latitude"":""42.6173951914957"",""longitude"":""-6.417270425184883""}"
24320.0,-2,León,"{""latitude"":42.3714213,""longitude"":-5.0286369}"
24400.0,-1,León,"{""latitude"":""42.5598932"",""longitude"":""-6.6246318""}"
24750.0,0,León,"{""latitude"":42.3028083,""longitude"":-5.9011693}"
25001.0,0,Lleida,"{""latitude"":41.6046834,""longitude"":0.6288851}"
25002.0,1,Lleida,"{""latitude"":""41.6109952"",""longitude"":""0.6191519""}"
25003.0,-1,Lleida,"{""latitude"":""41.6130003"",""longitude"":""0.6152555""}"
25005.0,1,Lleida,"{""latitude"":41.6256781,""longitude"":0.6286079}"
25100.0,0,Lleida,"{""latitude"":41.7258717,""longitude"":0.4436746}"
25200.0,2,Lleida,"{""latitude"":41.6703106,""longitude"":1.2714543}"
25230.0,3,Lleida,"{""latitude"":41.627800428460304,""longitude"":0.8997049326361103}"
25400.0,3,Lleida,"{""latitude"":41.5183189,""longitude"":0.8722581}"
26003.0,1,La Rioja,"{""latitude"":42.4591987,""longitude"":-2.4416573}"
26005.0,2,La Rioja,"{""latitude"":42.4607802,""longitude"":-2.4599881}"
26200.0,1,La Rioja,"{""latitude"":42.569853710756085,""longitude"":-2.8511154507173195}"
26250.0,0,La Rioja,"{""latitude"":42.4383973477171,""longitude"":-2.953376345199583}"
26300.0,2,La Rioja,"{""latitude"":42.418787,""longitude"":-2.7269808}"
26360.0,5,La Rioja,"{""latitude"":42.4637127,""longitude"":-2.5593785}"
26540.0,2,La Rioja,"{""latitude"":""42.17958876744338"",""longitude"":""-1.7489968313639357""}"
26580.0,-2,La Rioja,"{""latitude"":42.2225392,""longitude"":-2.1004592}"
27002.0,0,Lugo,"{""latitude"":43.007888,""longitude"":-7.557868}"
27400.0,-1,Monforte de Lemos,"36.9631229,127.936073"
27518.0,-1,Lugo,"{""latitude"":""42.6101518"",""longitude"":""-7.7694185""}"
27600.0,0,Lugo,"{""latitude"":42.78265756262257,""longitude"":-7.409187033778699}"
27619.0,0,Lugo,"{""latitude"":42.782611709871496,""longitude"":-7.409612895367143}"
27700.0,-2,Lugo,"{""latitude"":43.5343243,""longitude"":-7.0413587}"
27780.0,0,Lugo,"{""latitude"":43.5716134,""longitude"":-7.2519598}"
27800.0,-1,Lugo,"{""latitude"":43.2974165,""longitude"":-7.6799008}"
28002.0,4,Madrid,"{""latitude"":40.4477693,""longitude"":-3.6692301}"
28003.0,2,Madrid,"{""latitude"":40.440668,""longitude"":-3.6981216}"
28004.0,2,Madrid,"{""latitude"":40.4237495,""longitude"":-3.7014548}"
28005.0,7,Madrid,"{""latitude"":40.4107897,""longitude"":-3.710457}"
28007.0,-1,Madrid,"{""latitude"":40.3997734,""longitude"":-3.6715804}"
28009.0,-2,Madrid,"{""latitude"":40.422228774964054,""longitude"":-3.6743065678482796}"
28010.0,2,Madrid,"{""latitude"":40.4312429,""longitude"":-3.7011539}"
28011.0,-3,Madrid,"{""latitude"":""40.41445905144649"",""longitude"":""-3.72724887902436""}"
28015.0,3,Madrid,"{""latitude"":40.4338482,""longitude"":-3.7087674}"
28016.0,2,Madrid,"{""latitude"":40.4589443,""longitude"":-3.6792084}"
28018.0,-1,Madrid,"{""latitude"":40.3837889,""longitude"":-3.6625267}"
28019.0,3,Madrid,"{""latitude"":40.390714199933605,""longitude"":-3.7233094382825707}"
28020.0,4,Madrid,"{""latitude"":40.4534031,""longitude"":-3.6947214}"
28021.0,3,Madrid,"{""latitude"":40.346275858074684,""longitude"":-3.7071310219089635}"
28022.0,1,Madrid,"{""latitude"":40.4275696,""longitude"":-3.6099212}"
28023.0,0,Madrid,"{""latitude"":40.444499,""longitude"":-3.7852145}"
28024.0,-1,Madrid,"{""latitude"":40.3992985,""longitude"":-3.7740633}"
28025.0,0,Madrid,"{""latitude"":""40.37735064956314"",""longitude"":""-3.74058228628598""}"
28026.0,0,Madrid,"36.8143661,127.7862529"
28027.0,12,Madrid,"{""latitude"":40.445456605871556,""longitude"":-3.6343392540165302}"
28028.0,14,Madrid,"{""latitude"":40.4259198,""longitude"":-3.6676768}"
28029.0,11,Madrid,"{""latitude"":40.4743302,""longitude"":-3.706779}"
28030.0,0,Madrid,"{""latitude"":40.405849,""longitude"":-3.6331569}"
28031.0,6,Madrid,"{""latitude"":40.373730859830715,""longitude"":-3.650810763526886}"
28032.0,4,Madrid,"{""latitude"":40.4089195,""longitude"":-3.609958}"
28033.0,0,Madrid,"{""latitude"":40.4697306,""longitude"":-3.6694702}"
28034.0,6,Madrid,"{""latitude"":40.5006359,""longitude"":-3.6921107}"
28035.0,11,Madrid,"{""latitude"":40.4796901,""longitude"":-3.7229284}"
28036.0,1,Madrid,"{""latitude"":40.4500841,""longitude"":-3.6878299}"
28037.0,0,Madrid,"{""latitude"":40.4344801,""longitude"":-3.6183945}"
28038.0,0,Madrid,"{""latitude"":""40.3964926"",""longitude"":""-3.663732""}"
28039.0,0,Madrid,"{""latitude"":40.4576312,""longitude"":-3.7022354}"
28041.0,-2,Madrid,"{""latitude"":40.3658351,""longitude"":-3.7150019}"
28042.0,15,Madrid,"{""latitude"":40.46973456522295,""longitude"":-3.6184316647577344}"
28043.0,17,Madrid,"{""latitude"":40.4682283,""longitude"":-3.6329101}"
28045.0,2,Madrid,"{""latitude"":40.39792,""longitude"":-3.6978722}"
28046.0,0,Madrid,"{""latitude"":40.46995372863134,""longitude"":-3.686515506534164}"
28050.0,2,Madrid,"{""latitude"":40.4933359,""longitude"":-3.6550881}"
28052.0,0,Madrid,"{""latitude"":40.4064576,""longitude"":-3.5619877}"
28053.0,3,Madrid,"{""latitude"":""40.3922984"",""longitude"":""-3.6658621""}"
28054.0,1,Madrid,"{""latitude"":40.3637437,""longitude"":-3.7600391}"
28055.0,2,Madrid,"{""latitude"":40.4908261,""longitude"":-3.6112728}"
28100.0,17,Madrid,"{""latitude"":40.5445129,""longitude"":-3.6429069}"
28108.0,1,Madrid,"{""latitude"":40.5353498,""longitude"":-3.6383756}"
28109.0,1,Madrid,"{""latitude"":40.527597,""longitude"":-3.6209198}"
28110.0,-2,Madrid,"{""latitude"":40.5936243,""longitude"":-3.4992621}"
28119.0,1,Madrid,"{""latitude"":40.61371888,""longitude"":-3.54045249}"
28130.0,-1,Madrid,"{""latitude"":40.6301796,""longitude"":-3.4730229}"
28150.0,0,Madrid,"{""latitude"":40.6982803,""longitude"":-3.5140011}"
28160.0,6,Madrid,"{""latitude"":40.7440876,""longitude"":-3.5105937}"
28180.0,5,Madrid,"{""latitude"":40.829588771928606,""longitude"":-3.537267792829302}"
28189.0,-5,Madrid,"{""latitude"":40.8396521,""longitude"":-3.4979439}"
28210.0,5,Madrid,"{""latitude"":40.5009864,""longitude"":-4.0704504}"
28220.0,6,Madrid,"{""latitude"":40.47261158727421,""longitude"":-3.879178553163031}"
28221.0,-1,Madrid,"{""latitude"":40.4763492,""longitude"":-3.8536244}"
28222.0,1,Madrid,"{""latitude"":40.4545408,""longitude"":-3.8755754}"
28223.0,0,Madrid,"{""latitude"":""40.4051602"",""longitude"":""-3.7967613""}"
28224.0,3,Madrid,"{""latitude"":40.4439994,""longitude"":-3.8075019}"
28229.0,4,Madrid,"{""latitude"":40.48935091612049,""longitude"":-3.9627844208556975}"
28231.0,2,Madrid,"{""latitude"":40.4880041,""longitude"":-3.8750225}"
28232.0,6,Las Rozas de Madrid,"{""latitude"":40.50375,""longitude"":-3.8918191}"
28250.0,7,Madrid,"{""latitude"":40.5763531,""longitude"":-3.9328329}"
28260.0,6,Madrid,"{""latitude"":40.579232,""longitude"":-4.003362}"
28280.0,1,Madrid,"{""latitude"":40.5912679,""longitude"":-4.134582}"
28290.0,3,Madrid,"{""latitude"":40.55147010181293,""longitude"":-3.895504597797525}"
28294.0,0,Madrid,"{""latitude"":40.503052879206564,""longitude"":-4.236671400850761}"
28300.0,4,Madrid,"{""latitude"":40.0353648,""longitude"":-3.5952565}"
28341.0,0,Madrid,"{""latitude"":40.1807593,""longitude"":-3.682583}"
28342.0,5,Madrid,"{""latitude"":40.2018971299195,""longitude"":-3.6901540785828604}"
28350.0,2,Madrid,"{""latitude"":40.1600679,""longitude"":-3.6210017}"
28360.0,1,Madrid,"{""latitude"":40.1048064,""longitude"":-3.4848468}"
28390.0,0,Madrid,"{""latitude"":40.12511597,""longitude"":-3.33260289}"
28400.0,2,Madrid,"{""latitude"":40.6212966,""longitude"":-4.0096544}"
28410.0,-2,Madrid,"{""latitude"":40.72888961,""longitude"":-3.93896218}"
28411.0,3,Madrid,"{""latitude"":40.6745619,""longitude"":-3.9695987}"
