FID_1,COD_POSTAL,area_cp,Censo_mascota_CP,Cod _prov,Cod _prov,Cod _prov,CCAA,COD_CCAA,Prov
0,01001,400138.2856,1133.577074,01,1,01,País Vasco,16,Araba/Álava
1,01002,1857745.776,4772.007849,01,1,01,País Vasco,16,Araba/Álava
2,01003,1583113.156,973.9792165,01,1,01,País Vasco,16,Araba/Álava
3,01004,211401.3244,973.9792165,01,1,01,País Vasco,16,Araba/Álava
4,01005,355300.7792,1133.577074,01,1,01,País Vasco,16,Araba/Álava
5,01006,3757663.818,973.9792165,01,1,01,País Vasco,16,Araba/Álava
6,01007,5939319.291,2038.071312,01,1,01,País Vasco,16,Araba/Álava
7,01008,1090784.057,2038.071312,01,1,01,País Vasco,16,Araba/Álava
8,01009,717695.5999,2038.071312,01,1,01,País Vasco,16,Araba/Álava
9,01010,6429326.334,2267.458779,01,1,01,País Vasco,16,Araba/Álava
10,01012,737574.1708,1133.577074,01,1,01,País Vasco,16,Araba/Álava
11,01013,9982156.159,2267.458779,01,1,01,País Vasco,16,Araba/Álava
12,01015,8594462.502,60.94804561,01,1,01,País Vasco,16,Araba/Álava
13,01100,395478.4292,60.94804561,01,1,01,País Vasco,16,Araba/Álava
14,01110,31900007.72,0,31,31,31,"Navarra, Comunidad Foral de",15,Navarra
15,01117,117448599.5,93.91351833,01,1,01,País Vasco,16,Araba/Álava
16,01118,80899217.47,14.9704589,01,1,01,País Vasco,16,Araba/Álava
17,01120,4326328.382,35.33724601,01,1,01,País Vasco,16,Araba/Álava
18,01128,95039909.92,23.45662019,01,1,01,País Vasco,16,Araba/Álava
19,01129,81380812.27,35.33724601,01,1,01,País Vasco,16,Araba/Álava
20,01130,2796947.61,102.5737547,01,1,01,País Vasco,16,Araba/Álava
21,01138,92912740.42,158.3213066,01,1,01,País Vasco,16,Araba/Álava
22,01139,102561495.9,102.5737547,01,1,01,País Vasco,16,Araba/Álava
23,01160,10354940.51,40.8786368,01,1,01,País Vasco,16,Araba/Álava
24,01165,29771031.41,40.8786368,01,1,01,País Vasco,16,Araba/Álava
25,01169,33329402.6,40.8786368,01,1,01,País Vasco,16,Araba/Álava
26,01170,45005504.09,177.8177182,01,1,01,País Vasco,16,Araba/Álava
27,01191,63161995.36,60.94804561,01,1,01,País Vasco,16,Araba/Álava
28,01192,46820236.45,55.44292046,01,1,01,País Vasco,16,Araba/Álava
29,01193,48692919.38,60.94804561,01,1,01,País Vasco,16,Araba/Álava
30,01194,89724004.49,60.94804561,01,1,01,País Vasco,16,Araba/Álava
31,01195,26685343.04,60.94804561,01,1,01,País Vasco,16,Araba/Álava
32,01196,35637553.36,60.94804561,01,1,01,País Vasco,16,Araba/Álava
33,01200,21951501.63,441.9766877,01,1,01,País Vasco,16,Araba/Álava
34,01206,92470480.06,77.89860881,01,1,01,País Vasco,16,Araba/Álava
35,01207,66285941.03,63.53741277,01,1,01,País Vasco,16,Araba/Álava
36,01208,107799220.1,46.62311522,01,1,01,País Vasco,16,Araba/Álava
37,01211,75365643.14,39.8631987,01,1,01,País Vasco,16,Araba/Álava
38,01212,94868036.11,26.37237818,01,1,01,País Vasco,16,Araba/Álava
39,01213,68994895.36,124.463699,01,1,01,País Vasco,16,Araba/Álava
40,01216,50280097.79,23.45662019,01,1,01,País Vasco,16,Araba/Álava
41,01220,30906746.63,20.27974956,01,1,01,País Vasco,16,Araba/Álava
42,01230,19293911.78,156.6675931,01,1,01,País Vasco,16,Araba/Álava
43,01240,15523104.43,258.4144911,01,1,01,País Vasco,16,Araba/Álava
44,01250,13565157.95,46.62311522,01,1,01,País Vasco,16,Araba/Álava
45,01260,23393712.86,46.62311522,01,1,01,País Vasco,16,Araba/Álava
46,01300,64175807.67,64.66890094,01,1,01,País Vasco,16,Araba/Álava
47,01306,5950468.573,75.63563246,01,1,01,País Vasco,16,Araba/Álava
48,01307,29465046.73,25.93719042,01,1,01,País Vasco,16,Araba/Álava
49,01308,45651156.62,15.31860911,01,1,01,País Vasco,16,Araba/Álava
50,01309,38272111.61,27.32979125,01,1,01,País Vasco,16,Araba/Álava
51,01320,18269279.01,301.3240041,01,1,01,País Vasco,16,Araba/Álava
52,01321,5072717.599,64.66890094,01,1,01,País Vasco,16,Araba/Álava
53,01322,54183336.15,18.10381076,01,1,01,País Vasco,16,Araba/Álava
54,01330,25595225.46,137.2582191,01,1,01,País Vasco,16,Araba/Álava
55,01340,16276889.47,84.25235009,01,1,01,País Vasco,16,Araba/Álava
56,01400,37412665.81,1558.842552,01,1,01,País Vasco,16,Araba/Álava
57,01408,7670485.321,63.493894,01,1,01,País Vasco,16,Araba/Álava
58,01409,30519574.91,104.0969119,01,1,01,País Vasco,16,Araba/Álava
59,01420,29051276.77,71.89301774,01,1,01,País Vasco,16,Araba/Álava
60,01423,93415274.7,13.57785807,01,1,01,País Vasco,16,Araba/Álava
61,01426,82713273.18,92.60795505,01,1,01,País Vasco,16,Araba/Álava
62,01427,154722677.5,22.35626485,09,9,09,Castilla y León,7,Burgos
63,01428,83213993.43,156.6675931,01,1,01,País Vasco,16,Araba/Álava
64,01430,4594245.507,34.90205825,01,1,01,País Vasco,16,Araba/Álava
65,01439,99256764.44,0,01,1,01,País Vasco,16,Araba/Álava
66,01440,3624197.145,62.4059246,01,1,01,País Vasco,16,Araba/Álava
67,01449,57236061.15,62.4059246,01,1,01,País Vasco,16,Araba/Álava
68,01450,50344492.42,298.7999151,01,1,01,País Vasco,16,Araba/Álava
69,01468,36258394.79,298.7999151,01,1,01,País Vasco,16,Araba/Álava
70,01470,28314094.72,298.7999151,01,1,01,País Vasco,16,Araba/Álava
71,01474,6877282.637,79.7263974,01,1,01,País Vasco,16,Araba/Álava
72,01476,10792983.7,63.493894,01,1,01,País Vasco,16,Araba/Álava
73,01477,56403429,63.493894,01,1,01,País Vasco,16,Araba/Álava
74,01478,41348946.7,79.7263974,01,1,01,País Vasco,16,Araba/Álava
75,01479,43271555.56,63.493894,01,1,01,País Vasco,16,Araba/Álava
76,01510,27009278.66,60.94804561,01,1,01,País Vasco,16,Araba/Álava
77,01520,55794906.47,90.69312891,01,1,01,País Vasco,16,Araba/Álava
78,02001,853500.5347,2314.328681,02,2,02,Castilla-La Mancha,8,Albacete
79,02002,753169.67,4778.749808,02,2,02,Castilla-La Mancha,8,Albacete
80,02003,635987.0807,3231.560295,02,2,02,Castilla-La Mancha,8,Albacete
81,02004,640449.612,3619.792248,02,2,02,Castilla-La Mancha,8,Albacete
82,02005,3955794.386,7106.527633,02,2,02,Castilla-La Mancha,8,Albacete
83,02006,21097275.38,3551.470597,02,2,02,Castilla-La Mancha,8,Albacete
84,02007,5214552.716,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
85,02008,13381788.03,2314.328681,02,2,02,Castilla-La Mancha,8,Albacete
86,02049,162755423.7,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
87,02100,212481589.6,815.9147295,02,2,02,Castilla-La Mancha,8,Albacete
88,02110,136669756.1,466.4163102,02,2,02,Castilla-La Mancha,8,Albacete
89,02120,25327040.72,130.7256786,02,2,02,Castilla-La Mancha,8,Albacete
90,02124,98699287.98,58.18996258,02,2,02,Castilla-La Mancha,8,Albacete
91,02125,72958041.18,54.78284613,02,2,02,Castilla-La Mancha,8,Albacete
92,02127,176598099.4,130.7256786,02,2,02,Castilla-La Mancha,8,Albacete
93,02129,119520159.9,58.18996258,02,2,02,Castilla-La Mancha,8,Albacete
94,02130,27292054.97,133.7741513,02,2,02,Castilla-La Mancha,8,Albacete
95,02136,21110873.08,31.65031863,02,2,02,Castilla-La Mancha,8,Albacete
96,02137,131478043.4,31.65031863,02,2,02,Castilla-La Mancha,8,Albacete
97,02139,179132411.5,54.78284613,02,2,02,Castilla-La Mancha,8,Albacete
98,02140,89450451.88,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
99,02141,29424496.35,139.2434698,02,2,02,Castilla-La Mancha,8,Albacete
100,02142,170608070,139.2434698,02,2,02,Castilla-La Mancha,8,Albacete
101,02150,70728280.8,237.6015421,02,2,02,Castilla-La Mancha,8,Albacete
102,02151,88945798.12,242.0845901,02,2,02,Castilla-La Mancha,8,Albacete
103,02152,63833461.78,90.19892504,02,2,02,Castilla-La Mancha,8,Albacete
104,02153,75343748.38,87.8677401,02,2,02,Castilla-La Mancha,8,Albacete
105,02154,115752951.8,69.93554825,02,2,02,Castilla-La Mancha,8,Albacete
106,02155,167298762.2,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
107,02156,101894116.9,124.5091855,02,2,02,Castilla-La Mancha,8,Albacete
108,02160,247710086.3,116.738569,02,2,02,Castilla-La Mancha,8,Albacete
109,02161,112937586.7,116.738569,02,2,02,Castilla-La Mancha,8,Albacete
110,02162,63360000.88,56.30708243,02,2,02,Castilla-La Mancha,8,Albacete
111,02200,103181498.4,690.7480304,02,2,02,Castilla-La Mancha,8,Albacete
112,02210,1447034.04,68.38142495,02,2,02,Castilla-La Mancha,8,Albacete
113,02211,107966526.3,68.38142495,02,2,02,Castilla-La Mancha,8,Albacete
114,02212,125061685.4,100.5995963,02,2,02,Castilla-La Mancha,8,Albacete
115,02213,31248827.57,12.19389046,02,2,02,Castilla-La Mancha,8,Albacete
116,02214,128218312.3,12.19389046,02,2,02,Castilla-La Mancha,8,Albacete
117,02215,90846735.67,121.9389046,02,2,02,Castilla-La Mancha,8,Albacete
118,02220,194118036.2,119.2490759,02,2,02,Castilla-La Mancha,8,Albacete
119,02230,73270165.45,401.3224538,02,2,02,Castilla-La Mancha,8,Albacete
120,02240,108087966.7,268.2655902,02,2,02,Castilla-La Mancha,8,Albacete
121,02246,42238314.13,92.53010999,02,2,02,Castilla-La Mancha,8,Albacete
122,02247,63229619.6,208.5513913,02,2,02,Castilla-La Mancha,8,Albacete
123,02248,21943834.54,30.93303095,02,2,02,Castilla-La Mancha,8,Albacete
124,02249,97682697.47,30.93303095,02,2,02,Castilla-La Mancha,8,Albacete
125,02250,30756636.26,137.7192335,02,2,02,Castilla-La Mancha,8,Albacete
126,02251,13626993.36,163.9002336,02,2,02,Castilla-La Mancha,8,Albacete
127,02252,11749206.13,68.38142495,02,2,02,Castilla-La Mancha,8,Albacete
128,02253,28163015.76,16.49761651,02,2,02,Castilla-La Mancha,8,Albacete
129,02260,72663295.67,163.9002336,02,2,02,Castilla-La Mancha,8,Albacete
130,02270,127936508,385.5421249,02,2,02,Castilla-La Mancha,8,Albacete
131,02300,17866741.68,78.00503458,02,2,02,Castilla-La Mancha,8,Albacete
132,02310,65316097.24,55.23115092,02,2,02,Castilla-La Mancha,8,Albacete
133,02311,49390021.95,71.01147976,02,2,02,Castilla-La Mancha,8,Albacete
134,02312,255171293.3,78.00503458,02,2,02,Castilla-La Mancha,8,Albacete
135,02313,79918136.66,59.35555505,02,2,02,Castilla-La Mancha,8,Albacete
136,02314,172101789,78.00503458,02,2,02,Castilla-La Mancha,8,Albacete
137,02315,127936085.6,57.74165778,02,2,02,Castilla-La Mancha,8,Albacete
138,02316,49489527.04,78.00503458,02,2,02,Castilla-La Mancha,8,Albacete
139,02320,65109147.38,432.5244676,02,2,02,Castilla-La Mancha,8,Albacete
140,02326,83057992.24,212.8551174,02,2,02,Castilla-La Mancha,8,Albacete
141,02327,161268421.4,84.10197981,02,2,02,Castilla-La Mancha,8,Albacete
142,02328,286104774.3,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
143,02329,77213119.16,58.45894546,02,2,02,Castilla-La Mancha,8,Albacete
144,02340,183290737.5,71.01147976,02,2,02,Castilla-La Mancha,8,Albacete
145,02350,87379070.5,99.70298673,02,2,02,Castilla-La Mancha,8,Albacete
146,02360,90666142.83,101.8548498,02,2,02,Castilla-La Mancha,8,Albacete
147,02400,45745680.7,1341.865917,02,2,02,Castilla-La Mancha,8,Albacete
148,02409,222646283.7,340.3530015,02,2,02,Castilla-La Mancha,8,Albacete
149,02410,253408062.1,193.1297063,02,2,02,Castilla-La Mancha,8,Albacete
150,02420,97772715.56,536.5311804,02,2,02,Castilla-La Mancha,8,Albacete
151,02430,89495673.29,260.9133915,02,2,02,Castilla-La Mancha,8,Albacete
152,02434,229557613.5,166.4107404,02,2,02,Castilla-La Mancha,8,Albacete
153,02435,2473041.483,152.7822746,02,2,02,Castilla-La Mancha,8,Albacete
154,02436,126067012.8,111.0002676,02,2,02,Castilla-La Mancha,8,Albacete
155,02437,136054797.9,152.7822746,02,2,02,Castilla-La Mancha,8,Albacete
156,02439,98975502.52,189.6329289,02,2,02,Castilla-La Mancha,8,Albacete
157,02440,5203808.565,74.32893525,02,2,02,Castilla-La Mancha,8,Albacete
158,02448,90988082.59,74.32893525,02,2,02,Castilla-La Mancha,8,Albacete
159,02449,104411858.1,189.6329289,02,2,02,Castilla-La Mancha,8,Albacete
160,02450,5593801.632,118.6214491,02,2,02,Castilla-La Mancha,8,Albacete
161,02459,72031168.35,118.6214491,02,2,02,Castilla-La Mancha,8,Albacete
162,02460,68953126.72,55.76911668,02,2,02,Castilla-La Mancha,8,Albacete
163,02461,12719817.81,23.31184942,02,2,02,Castilla-La Mancha,8,Albacete
164,02462,13309883.74,0,02,2,02,Castilla-La Mancha,8,Albacete
165,02480,19254811.83,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
166,02484,16268150.4,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
167,02485,78642628.67,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
168,02486,140082837.2,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
169,02487,134562432.9,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
170,02489,164788799.9,74.83701402,02,2,02,Castilla-La Mancha,8,Albacete
171,02490,32395677.68,73.52198662,02,2,02,Castilla-La Mancha,8,Albacete
172,02499,294040717.1,73.52198662,02,2,02,Castilla-La Mancha,8,Albacete
173,02500,138735203.6,245.8503504,02,2,02,Castilla-La Mancha,8,Albacete
174,02510,165542255.1,452.4292006,02,2,02,Castilla-La Mancha,8,Albacete
175,02511,226631253.9,194.8631515,02,2,02,Castilla-La Mancha,8,Albacete
176,02512,216774863.9,75.04622292,02,2,02,Castilla-La Mancha,8,Albacete
177,02513,66236589,75.04622292,02,2,02,Castilla-La Mancha,8,Albacete
178,02520,107126579,124.5091855,02,2,02,Castilla-La Mancha,8,Albacete
179,02530,35058088.19,70.23441811,02,2,02,Castilla-La Mancha,8,Albacete
180,02534,195954130.8,70.23441811,02,2,02,Castilla-La Mancha,8,Albacete
181,02536,201877867.6,70.23441811,02,2,02,Castilla-La Mancha,8,Albacete
182,02600,860407015,694.5137906,02,2,02,Castilla-La Mancha,8,Albacete
183,02610,502274959.2,474.4857966,02,2,02,Castilla-La Mancha,8,Albacete
184,02611,243215262,396.8394058,02,2,02,Castilla-La Mancha,8,Albacete
185,02612,229258467.6,216.9795215,02,2,02,Castilla-La Mancha,8,Albacete
186,02614,138588483.1,74.23927429,02,2,02,Castilla-La Mancha,8,Albacete
187,02620,69780291.21,260.9133915,02,2,02,Castilla-La Mancha,8,Albacete
188,02630,246540280.3,1119.506738,02,2,02,Castilla-La Mancha,8,Albacete
189,02636,46654478.78,199.0473296,02,2,02,Castilla-La Mancha,8,Albacete
190,02637,23941945.09,53.25860982,02,2,02,Castilla-La Mancha,8,Albacete
191,02638,24776337,15.95965075,02,2,02,Castilla-La Mancha,8,Albacete
192,02639,341692379,336.5872412,02,2,02,Castilla-La Mancha,8,Albacete
193,02640,531826567.4,411.7231251,02,2,02,Castilla-La Mancha,8,Albacete
194,02650,177740668.7,189.5432679,02,2,02,Castilla-La Mancha,8,Albacete
195,02651,133336072.1,437.1868375,02,2,02,Castilla-La Mancha,8,Albacete
196,02652,54360562.27,145.6093979,02,2,02,Castilla-La Mancha,8,Albacete
197,02653,30510579.34,118.3524663,02,2,02,Castilla-La Mancha,8,Albacete
198,02660,141593742.5,1823.883234,02,2,02,Castilla-La Mancha,8,Albacete
199,02690,178428667.1,292.4740492,02,2,02,Castilla-La Mancha,8,Albacete
200,02691,239161849.4,175.7354802,02,2,02,Castilla-La Mancha,8,Albacete
201,02692,130195468.3,120.1456854,02,2,02,Castilla-La Mancha,8,Albacete
202,02693,94668685.73,54.15521941,02,2,02,Castilla-La Mancha,8,Albacete
203,02694,205382654,206.2202064,02,2,02,Castilla-La Mancha,8,Albacete
204,02695,104231717.3,124.5091855,02,2,02,Castilla-La Mancha,8,Albacete
205,02696,114525844.3,111.8968772,02,2,02,Castilla-La Mancha,8,Albacete
206,03001,281852.3265,2609.522384,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
207,03002,903578.8136,4331.53858,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
208,03003,695821.6552,2609.522384,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
209,03004,468657.5393,4331.53858,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
210,03005,3454522.115,6304.747083,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
211,03006,4966536.532,3622.924479,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
212,03007,2350308.066,3622.924479,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
213,03008,14233545.37,1948.389025,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
214,03009,7409551.523,6304.747083,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
215,03010,1231194.029,4028.549099,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
216,03011,1369516.027,4028.549099,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
217,03012,601512.8921,4208.760096,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
218,03013,709781.7337,4208.760096,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
219,03014,598430.2212,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
220,03015,4956715.855,4208.760096,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
221,03016,6720777.764,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
222,03071,2781477.682,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
223,03100,163823146.8,1685.566333,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
224,03108,36496576.35,175.0552601,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
225,03109,70403557.02,438.5973572,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
226,03110,47656760.7,3078.814362,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
227,03111,33842293.72,842.1836623,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
228,03112,5911998.344,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
229,03113,39127647.83,1948.389025,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
230,03114,16666997.82,1948.389025,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
231,03115,22634428.99,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
232,03130,58185047.9,4796.514127,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
233,03138,410777.1435,1948.389025,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
234,03139,18082074.11,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
235,03140,18714241.93,2072.366517,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
236,03149,16873294.96,2072.366517,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
237,03150,18704160.27,1561.109237,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
238,03158,34746747.69,2240.227726,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
239,03159,7094489.689,429.7246933,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
240,03160,3799940.714,4480.455452,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
241,03169,30617987.18,441.7147796,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
242,03170,27560584.79,3252.430812,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
243,03176,3002721.668,441.7147796,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
244,03177,22899536.46,161.14676,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
245,03178,4361065.202,848.4185072,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
246,03179,10238017.44,1108.843182,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
247,03181,1430095.812,2887.452585,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
248,03182,1133461.324,3193.919191,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
249,03183,8490928.797,3193.919191,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
250,03184,46270809.35,2887.452585,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
251,03185,4043713.324,3080.253173,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
252,03186,8072226.849,3080.253173,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
253,03187,32813681.87,741.2271356,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
254,03188,1939951.984,3193.919191,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
255,03189,44514117.85,2176.760202,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
256,03190,5303390.572,2820.308101,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
257,03191,73242265.6,2820.308101,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
258,03193,54879244.3,1657.989135,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
259,03194,7167092.903,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
260,03195,29803929.93,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
261,03201,880138.3872,7786.362048,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
262,03202,3209189.339,7332.417381,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
263,03203,6486600.733,4299.764851,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
264,03204,1080681.66,7207.480682,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
265,03205,16808508.47,7117.315233,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
266,03206,3567185.921,8477.230822,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
267,03207,29718243.74,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
268,03208,1823212.347,4299.764851,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
269,03290,10411029.55,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
270,03291,4778592.327,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
271,03292,21916358.91,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
272,03293,22262201.89,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
273,03294,47312460.74,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
274,03295,47807598.09,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
275,03296,38685168.63,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
276,03300,6358726.575,2689.376359,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
277,03310,12205298.85,503.8234267,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
278,03311,23897724.47,659.0550774,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
279,03312,18907827.7,686.6322759,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
280,03313,119065493.1,2176.760202,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
281,03314,9705113.879,1705.469876,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
282,03315,39731120.12,659.0550774,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
283,03316,44749223.45,483.4402799,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
284,03317,17607306.37,678.5189842,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
285,03318,638710.0738,659.0550774,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
286,03319,4702967.377,2176.760202,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
287,03320,7488098.426,816.9860347,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
288,03321,2723288.01,686.6322759,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
289,03322,2567580.649,686.6322759,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
290,03325,8712581.702,678.5189842,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
291,03330,67386762.74,2832.058386,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
292,03339,21908606.53,1420.825228,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
293,03340,66549058.33,1524.659375,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
294,03348,7137200.251,641.2298158,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
295,03349,6690542.699,538.8344787,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
296,03350,16766482.02,1795.875127,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
297,03360,25152262.78,2956.27568,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
298,03369,10190235.89,1144.813441,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
299,03370,9447863.706,1964.455741,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
300,03380,7222584.836,1764.940705,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
301,03390,9328407.335,1352.961339,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
302,03400,69576322.05,957.2884908,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
303,03408,77985378.87,583.4375998,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
304,03409,184880147.6,290.1600887,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
305,03410,98161718.98,864.7250245,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
306,03420,114625103.4,1035.224052,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
307,03430,48420402.86,1876.688309,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
308,03440,62544719.59,1364.23202,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
309,03450,50286714.56,834.7498088,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
310,03460,22640648.41,408.6221414,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
311,03469,34069866.37,105.992363,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
312,03501,773040.7753,4152.886294,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
313,03502,25926620.6,5362.686002,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
314,03503,11767579.31,5031.280017,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
315,03509,42281901.9,2125.602501,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
316,03510,34285385.34,502.624418,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
317,03516,37931244.93,128.5337252,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
318,03517,83625111.33,60.90963845,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
319,03518,45276439.87,104.0739492,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
320,03520,22593591.9,1312.434847,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
321,03530,21378075.68,4581.172177,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
322,03540,8076657.381,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
323,03550,9641152.489,3032.772431,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
324,03559,5042261.585,3318.536154,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
325,03560,55394623.96,4086.940819,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
326,03569,18475278.29,274.3331747,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
327,03570,59316359.01,3907.329326,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
328,03578,76907196.79,302.6297784,03,3,03,Comunitat Valenciana,10,Alicante/Alacant
