Cod_DC,SUM_Total_censo humano,Shape_Leng,Shape_Area,Cod _prov,Cod _prov,Cod _prov,CCAA,COD_CCAA,Prov,Tasa_CCAA,Estimacion mascotas CP
0312401,610.00000000000,29520.68742170000,38663189.75870000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,112.6089707
0312501,670.00000000000,11153.62054990000,4851190.79008000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,123.6852629
0312701,628.00000000000,28653.40311390000,31694702.77700000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,115.9318584
0312801,5884.00000000000,24077.53132070000,19998754.85500000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,1086.215055
0312802,1703.00000000000,5290.68519301000,260538.36110000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,314.3820937
0312803,5032.00000000000,23223.22674810000,12128187.25960000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,928.931706
0312901,1829.00000000000,35718.35069480000,70403608.95440000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,337.6423073
0313001,39.00000000000,19161.90525470000,14593988.38430000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,7.199589931
0313101,340.00000000000,14441.79747020000,5358191.77252000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,62.76565581
0313201,730.00000000000,29896.27698030000,36509220.78730000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,134.7615551
0313301,24082.00000000000,29439.74096160000,22840838.46640000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,4445.65448
0313302,25690.00000000000,32029.17280740000,40849921.73990000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,4742.499111
0313303,39957.00000000000,18867.82775810000,7742955.85937000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,7376.256792
0313401,176.00000000000,24309.21831330000,24253956.41710000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,32.49045712
0313501,230.00000000000,24077.61838320000,32447943.17170000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,42.45912011
0313601,584.00000000000,36181.46499760000,53667455.39990000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,107.8092441
0313701,874.00000000000,24370.94459960000,23071515.34510000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,161.3446564
0313801,5160.00000000000,13635.84166100000,8182568.39127000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,952.5611293
0313901,16294.00000000000,6332.79286839000,1156656.98135000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,3007.951752
0313902,3350.00000000000,2400.04470239000,256873.62243100000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,618.4263146
0313903,16454.00000000000,43119.60212640000,57841495.16360000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,3037.488531
0314001,3645.00000000000,2699.09572957000,237286.21569300000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,672.8847512
0314002,3992.00000000000,5531.53434537000,564143.49796200000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,736.9426411
0314003,2778.00000000000,3070.45571260000,269536.60242300000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,512.8323289
0314004,3195.00000000000,1752.37980725000,150378.26915700000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,589.8125597
0314005,10173.00000000000,4513.50337733000,674162.87175900000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,1877.985343
0314006,7954.00000000000,4173.13685325000,897714.67862200000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,1468.347136
0314007,2433.00000000000,108573.25466200000,342540785.69100000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,449.1436488
0390101,2794.00000000000,8663.09340339000,3658314.13715000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,515.7860068
0390201,23522.00000000000,46055.49458270000,77933049.26360000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,4342.275753
0390301,5466.00000000000,21052.44478770000,15005062.50020000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,1009.05022
0390401,2247.00000000000,15998.85856870000,11641354.78620000000,03,3,03,Comunitat Valenciana,10,Alicante/Alacant,0.18460487,414.8071429
0400101,1259.00000000000,46583.54538320000,45208729.47430000000,04,4,04,Andalucía,1,Almería,0.227046438,285.8514655
0400201,1274.00000000000,58589.41543840000,83611158.27270000000,04,4,04,Andalucía,1,Almería,0.227046438,289.2571621
0400301,11689.00000000000,12567.28806850000,2034053.55079000000,04,4,04,Andalucía,1,Almería,0.227046438,2653.945814
0400302,3588.00000000000,2488.61536381000,334036.93490600000,04,4,04,Andalucía,1,Almería,0.227046438,814.6426197
0400303,5032.00000000000,4681.39481695000,650973.78709100000,04,4,04,Andalucía,1,Almería,0.227046438,1142.497676
0400304,799.00000000000,43755.34236570000,72917227.39600000000,04,4,04,Andalucía,1,Almería,0.227046438,181.410104
0400305,4070.00000000000,17276.70684620000,14068699.23430000000,04,4,04,Andalucía,1,Almería,0.227046438,924.0790028
0400401,680.00000000000,27357.56576790000,35110321.40840000000,04,4,04,Andalucía,1,Almería,0.227046438,154.3915779
0400501,600.00000000000,47844.67794270000,69680602.30340000000,04,4,04,Andalucía,1,Almería,0.227046438,136.2278628
0400601,3751.00000000000,5022.84243155000,993382.22009200000,04,4,04,Andalucía,1,Almería,0.227046438,851.6511891
0400602,4687.00000000000,4841.68487667000,1073057.08695000000,04,4,04,Andalucía,1,Almería,0.227046438,1064.166655
0400603,1185.00000000000,30230.28569560000,29615011.53730000000,04,4,04,Andalucía,1,Almería,0.227046438,269.0500291
0400604,2790.00000000000,67497.37343660000,136624450.48600000000,04,4,04,Andalucía,1,Almería,0.227046438,633.4595621
0400701,805.00000000000,47325.40868420000,67462198.86660000000,04,4,04,Andalucía,1,Almería,0.227046438,182.7723826
0400801,565.00000000000,59341.76631860000,93833531.52190000000,04,4,04,Andalucía,1,Almería,0.227046438,128.2812375
0400901,131.00000000000,21673.49607720000,15682599.45560000000,04,4,04,Andalucía,1,Almería,0.227046438,29.74308338
0401001,714.00000000000,18385.58538760000,16381993.99500000000,04,4,04,Andalucía,1,Almería,0.227046438,162.1111568
0401101,3839.00000000000,25587.76446490000,26223388.42580000000,04,4,04,Andalucía,1,Almería,0.227046438,871.6312757
0401201,221.00000000000,14337.88632960000,5868188.12080000000,04,4,04,Andalucía,1,Almería,0.227046438,50.17726281
0401301,3175.00000000000,2999.90936152000,285011.74352500000,04,4,04,Andalucía,1,Almería,0.227046438,720.8724408
0401302,6391.00000000000,2944.67105232000,379511.52578400000,04,4,04,Andalucía,1,Almería,0.227046438,1451.053786
0401303,11314.00000000000,34882.59163290000,26168348.82300000000,04,4,04,Andalucía,1,Almería,0.227046438,2568.8034
0401304,6915.00000000000,2336.63096413000,273145.70993600000,04,4,04,Andalucía,1,Almería,0.227046438,1570.026119
0401305,14462.00000000000,18698.83837010000,10162267.16660000000,04,4,04,Andalucía,1,Almería,0.227046438,3283.545587
0401306,65350.00000000000,19404.58485030000,12091556.09880000000,04,4,04,Andalucía,1,Almería,0.227046438,14837.48473
0401307,75542.00000000000,31012.38522070000,33212968.17650000000,04,4,04,Andalucía,1,Almería,0.227046438,17151.54202
0401308,17516.00000000000,80745.97574460000,213492466.08800000000,04,4,04,Andalucía,1,Almería,0.227046438,3976.945409
0401401,209.00000000000,39302.73517200000,30800828.90370000000,04,4,04,Andalucía,1,Almería,0.227046438,47.45270555
0401501,147.00000000000,32078.97947110000,20086921.83370000000,04,4,04,Andalucía,1,Almería,0.227046438,33.37582639
0401601,2165.00000000000,25562.48408660000,33063440.67530000000,04,4,04,Andalucía,1,Almería,0.227046438,491.5555384
0401602,1241.00000000000,38899.70472720000,66020242.06430000000,04,4,04,Andalucía,1,Almería,0.227046438,281.7646296
0401701,4450.00000000000,46466.73127950000,66009546.78760000000,04,4,04,Andalucía,1,Almería,0.227046438,1010.356649
0401801,336.00000000000,14976.22023160000,7943391.52613000000,04,4,04,Andalucía,1,Almería,0.227046438,76.28760318
0401901,237.00000000000,39807.69222440000,94852135.88840000000,04,4,04,Andalucía,1,Almería,0.227046438,53.81000582
0402001,332.00000000000,35017.62804780000,37992840.11110000000,04,4,04,Andalucía,1,Almería,0.227046438,75.37941743
0402101,221.00000000000,27321.28808200000,26349471.49930000000,04,4,04,Andalucía,1,Almería,0.227046438,50.17726281
0402201,1018.00000000000,33606.87725980000,46693025.45040000000,04,4,04,Andalucía,1,Almería,0.227046438,231.1332739
0402301,146.00000000000,37727.05435440000,38804093.41090000000,04,4,04,Andalucía,1,Almería,0.227046438,33.14877995
0402401,4650.00000000000,18993.00972990000,16603379.33340000000,04,4,04,Andalucía,1,Almería,0.227046438,1055.765937
0402601,59.00000000000,13949.91277170000,6460090.73444000000,04,4,04,Andalucía,1,Almería,0.227046438,13.39573984
0402701,251.00000000000,32059.12435390000,31949254.39530000000,04,4,04,Andalucía,1,Almería,0.227046438,56.98865595
0402801,242.00000000000,28426.07108620000,11334924.50680000000,04,4,04,Andalucía,1,Almería,0.227046438,54.94523801
0402901,9362.00000000000,22403.69682160000,13064930.44860000000,04,4,04,Andalucía,1,Almería,0.227046438,2125.608753
0402902,3522.00000000000,82954.68990310000,172601000.25300000000,04,4,04,Andalucía,1,Almería,0.227046438,799.6575548
0403001,1142.00000000000,57960.09023400000,66873955.24150000000,04,4,04,Andalucía,1,Almería,0.227046438,259.2870322
0403101,2423.00000000000,34508.50966980000,46508127.10350000000,04,4,04,Andalucía,1,Almería,0.227046438,550.1335194
0403102,1169.00000000000,38160.55394520000,32459523.60930000000,04,4,04,Andalucía,1,Almería,0.227046438,265.4172861
0403201,6994.00000000000,8783.56748534000,2531417.36192000000,04,4,04,Andalucía,1,Almería,0.227046438,1587.962788
0403202,1379.00000000000,58585.69889750000,92877302.84830000000,04,4,04,Andalucía,1,Almería,0.227046438,313.0970381
0403301,109.00000000000,29595.37370780000,29214348.54040000000,04,4,04,Andalucía,1,Almería,0.227046438,24.74806175
0403401,207.00000000000,31049.61490190000,31761953.17120000000,04,4,04,Andalucía,1,Almería,0.227046438,46.99861268
0403501,6809.00000000000,5846.74266655000,1334354.70533000000,04,4,04,Andalucía,1,Almería,0.227046438,1545.959197
0403502,2014.00000000000,24281.24591460000,25247346.18900000000,04,4,04,Andalucía,1,Almería,0.227046438,457.2715262
0403503,3125.00000000000,51282.94052910000,54221666.45870000000,04,4,04,Andalucía,1,Almería,0.227046438,709.5201189
0403504,2952.00000000000,64757.83261990000,183885901.43900000000,04,4,04,Andalucía,1,Almería,0.227046438,670.2410851
0403601,311.00000000000,14728.97526990000,13354908.81400000000,04,4,04,Andalucía,1,Almería,0.227046438,70.61144223
0403701,1549.00000000000,73350.60641350000,196416401.82200000000,04,4,04,Andalucía,1,Almería,0.227046438,351.6949325
0403801,4186.00000000000,56993.64553280000,141320985.67600000000,04,4,04,Andalucía,1,Almería,0.227046438,950.4163897
0404101,592.00000000000,53219.72574980000,66793204.22220000000,04,4,04,Andalucía,1,Almería,0.227046438,134.4114913
0404301,765.00000000000,42126.82987810000,81198495.29980000000,04,4,04,Andalucía,1,Almería,0.227046438,173.6905251
0404401,2228.00000000000,26221.81546680000,23061213.35060000000,04,4,04,Andalucía,1,Almería,0.227046438,505.859464
0404501,1208.00000000000,6165.43428651000,414497.95345800000,04,4,04,Andalucía,1,Almería,0.227046438,274.2720972
0404503,813.00000000000,77227.38211910000,133439092.77500000000,04,4,04,Andalucía,1,Almería,0.227046438,184.5887541
0404601,1094.00000000000,58666.22656890000,91088589.33980000000,04,4,04,Andalucía,1,Almería,0.227046438,248.3888032
0404701,3034.00000000000,62217.85720800000,87603388.66920000000,04,4,04,Andalucía,1,Almería,0.227046438,688.858893
0404801,3034.00000000000,35119.97628140000,34907252.48480000000,04,4,04,Andalucía,1,Almería,0.227046438,688.858893
0404901,4750.00000000000,8308.60159845000,3170297.64187000000,04,4,04,Andalucía,1,Almería,0.227046438,1078.470581
0404902,5570.00000000000,12639.35726210000,4502246.23627000000,04,4,04,Andalucía,1,Almería,0.227046438,1264.64866
0405001,1192.00000000000,77372.07914370000,229313173.76000000000,04,4,04,Andalucía,1,Almería,0.227046438,270.6393541
0405101,532.00000000000,24547.46746960000,19003783.65200000000,04,4,04,Andalucía,1,Almería,0.227046438,120.788705
0405201,18615.00000000000,22882.11914760000,20911098.16920000000,04,4,04,Andalucía,1,Almería,0.227046438,4226.469444
0405301,1925.00000000000,3330.24398369000,443080.57504500000,04,4,04,Andalucía,1,Almería,0.227046438,437.0643932
0405302,7591.00000000000,48368.49022680000,33713220.13080000000,04,4,04,Andalucía,1,Almería,0.227046438,1723.509511
0405303,6555.00000000000,6996.25574684000,2426284.48850000000,04,4,04,Andalucía,1,Almería,0.227046438,1488.289401
0405304,2759.00000000000,83676.06430990000,185999067.76200000000,04,4,04,Andalucía,1,Almería,0.227046438,626.4211226
0405305,1465.00000000000,59021.01621500000,94926761.42090000000,04,4,04,Andalucía,1,Almería,0.227046438,332.6230317
0405401,451.00000000000,26163.11475670000,19173306.97730000000,04,4,04,Andalucía,1,Almería,0.227046438,102.3979436
0405501,492.00000000000,40543.81323480000,33458836.80580000000,04,4,04,Andalucía,1,Almería,0.227046438,111.7068475
0405601,197.00000000000,21851.32195280000,21645644.85250000000,04,4,04,Andalucía,1,Almería,0.227046438,44.72814829
0405701,661.00000000000,2462.02334504000,345440.33886300000,04,4,04,Andalucía,1,Almería,0.227046438,150.0776955
0405702,954.00000000000,66714.60578900000,92390266.64140000000,04,4,04,Andalucía,1,Almería,0.227046438,216.6023019
0405801,391.00000000000,24872.19214760000,28111984.84940000000,04,4,04,Andalucía,1,Almería,0.227046438,88.77515728
0405901,1435.00000000000,53093.68581470000,138041519.48100000000,04,4,04,Andalucía,1,Almería,0.227046438,325.8116386
0406001,721.00000000000,66705.47449610000,123122154.29600000000,04,4,04,Andalucía,1,Almería,0.227046438,163.7004818
0406101,832.00000000000,45847.40347820000,100333449.99600000000,04,4,04,Andalucía,1,Almería,0.227046438,188.9026365
0406201,5435.00000000000,30685.43696900000,43729015.74680000000,04,4,04,Andalucía,1,Almería,0.227046438,1233.997391
0406301,1212.00000000000,82693.94771860000,225467558.03200000000,04,4,04,Andalucía,1,Almería,0.227046438,275.1802829
0406401,7355.00000000000,47948.00889520000,71497959.27650000000,04,4,04,Andalucía,1,Almería,0.227046438,1669.926552
0406501,508.00000000000,45588.59748840000,80695076.08040000000,04,4,04,Andalucía,1,Almería,0.227046438,115.3395905
0406601,25252.00000000000,85468.00600250000,215832054.94100000000,04,4,04,Andalucía,1,Almería,0.227046438,5733.376653
0406602,3487.00000000000,107244.40651800000,235576514.24600000000,04,4,04,Andalucía,1,Almería,0.227046438,791.7109295
0406603,4295.00000000000,75635.36689930000,147971567.23100000000,04,4,04,Andalucía,1,Almería,0.227046438,975.1644514
0406701,551.00000000000,26505.77891200000,32387557.35690000000,04,4,04,Andalucía,1,Almería,0.227046438,125.1025874
0406801,195.00000000000,28988.80113840000,33578675.02670000000,04,4,04,Andalucía,1,Almería,0.227046438,44.27405542
0406901,6353.00000000000,25673.48258090000,23500078.46470000000,04,4,04,Andalucía,1,Almería,0.227046438,1442.426021
0407001,1342.00000000000,61426.53858150000,128904224.22900000000,04,4,04,Andalucía,1,Almería,0.227046438,304.6963199
0407002,912.00000000000,46100.00975440000,105680253.89400000000,04,4,04,Andalucía,1,Almería,0.227046438,207.0663515
0407101,437.00000000000,29693.90083250000,26470877.66160000000,04,4,04,Andalucía,1,Almería,0.227046438,99.21929343
0407201,936.00000000000,30691.18037900000,52525255.89560000000,04,4,04,Andalucía,1,Almería,0.227046438,212.515466
0407301,386.00000000000,32484.74502540000,45445286.85840000000,04,4,04,Andalucía,1,Almería,0.227046438,87.63992509
0407401,2215.00000000000,10440.25194340000,2083166.35344000000,04,4,04,Andalucía,1,Almería,0.227046438,502.9078603
0407402,2216.00000000000,31262.35699450000,43940992.58770000000,04,4,04,Andalucía,1,Almería,0.227046438,503.1349067
0407501,6096.00000000000,33340.19119060000,43822172.58390000000,04,4,04,Andalucía,1,Almería,0.227046438,1384.075086
0407502,5412.00000000000,44562.48603140000,50810197.80860000000,04,4,04,Andalucía,1,Almería,0.227046438,1228.775323
0407601,1553.00000000000,55522.83272800000,56433997.53330000000,04,4,04,Andalucía,1,Almería,0.227046438,352.6031183
0407701,302.00000000000,31661.84875140000,26901040.02500000000,04,4,04,Andalucía,1,Almería,0.227046438,68.56802429
0407801,1621.00000000000,26020.01981800000,36377261.99540000000,04,4,04,Andalucía,1,Almería,0.227046438,368.0422761
0407901,42430.00000000000,19679.72730050000,19925211.48600000000,04,4,04,Andalucía,1,Almería,0.227046438,9633.580366
0407902,63456.00000000000,55631.58474790000,39928034.07150000000,04,4,04,Andalucía,1,Almería,0.227046438,14407.45877
0408001,242.00000000000,28392.84923450000,19957270.85940000000,04,4,04,Andalucía,1,Almería,0.227046438,54.94523801
0408101,503.00000000000,41905.76442760000,34843252.64810000000,04,4,04,Andalucía,1,Almería,0.227046438,114.2043583
0408201,290.00000000000,38107.81730230000,50310738.92370000000,04,4,04,Andalucía,1,Almería,0.227046438,65.84346703
0408301,1354.00000000000,45373.67673320000,71899039.87840000000,04,4,04,Andalucía,1,Almería,0.227046438,307.4208771
0408302,765.00000000000,61673.34610240000,94374148.61730000000,04,4,04,Andalucía,1,Almería,0.227046438,173.6905251
0408401,381.00000000000,26388.99515470000,27424974.78750000000,04,4,04,Andalucía,1,Almería,0.227046438,86.50469289
0408501,526.00000000000,30616.99273270000,16182162.66440000000,04,4,04,Andalucía,1,Almería,0.227046438,119.4264264
0408601,2504.00000000000,80003.10465920000,248999674.38300000000,04,4,04,Andalucía,1,Almería,0.227046438,568.5242809
0408701,229.00000000000,21880.73084320000,10118171.11600000000,04,4,04,Andalucía,1,Almería,0.227046438,51.99363431
0408801,2016.00000000000,55045.03587440000,116613811.95100000000,04,4,04,Andalucía,1,Almería,0.227046438,457.7256191
0408802,1980.00000000000,72764.18753070000,163560475.94100000000,04,4,04,Andalucía,1,Almería,0.227046438,449.5519473
0408901,963.00000000000,36115.87349330000,44065952.95570000000,04,4,04,Andalucía,1,Almería,0.227046438,218.6457198
0409001,378.00000000000,59963.65885740000,94755660.57200000000,04,4,04,Andalucía,1,Almería,0.227046438,85.82355358
0409101,400.00000000000,39953.86447070000,15706363.22370000000,04,4,04,Andalucía,1,Almería,0.227046438,90.81857522
0409201,3504.00000000000,47354.95577060000,67464884.86890000000,04,4,04,Andalucía,1,Almería,0.227046438,795.5707189
0409301,4224.00000000000,54228.42350310000,107893166.88300000000,04,4,04,Andalucía,1,Almería,0.227046438,959.0441543
0409401,278.00000000000,30032.17031910000,39123089.60990000000,04,4,04,Andalucía,1,Almería,0.227046438,63.11890978
0409501,833.00000000000,27137.76354050000,38644482.44540000000,04,4,04,Andalucía,1,Almería,0.227046438,189.1296829
0409601,381.00000000000,22550.16805750000,25448899.78240000000,04,4,04,Andalucía,1,Almería,0.227046438,86.50469289
0409701,259.00000000000,41201.07738130000,66300834.97920000000,04,4,04,Andalucía,1,Almería,0.227046438,58.80502745
0409801,822.00000000000,4001.45556851000,295061.32635200000,04,4,04,Andalucía,1,Almería,0.227046438,186.6321721
0409802,1110.00000000000,120728.78527600000,441458285.61700000000,04,4,04,Andalucía,1,Almería,0.227046438,252.0215462
0409901,6548.00000000000,82678.52233570000,281783784.49900000000,04,4,04,Andalucía,1,Almería,0.227046438,1486.700076
0410001,2990.00000000000,4394.01142180000,431645.98190700000,04,4,04,Andalucía,1,Almería,0.227046438,678.8688498
0410002,3917.00000000000,4008.12730878000,461586.61415600000,04,4,04,Andalucía,1,Almería,0.227046438,889.3408978
0410003,7757.00000000000,42040.23551640000,46244990.91260000000,04,4,04,Andalucía,1,Almería,0.227046438,1761.19922
0410004,4227.00000000000,17557.17940180000,10856278.36590000000,04,4,04,Andalucía,1,Almería,0.227046438,959.7252936
0410101,4326.00000000000,16269.77557150000,11716646.31810000000,04,4,04,Andalucía,1,Almería,0.227046438,982.202891
0410102,1894.00000000000,16792.42203600000,8889037.89801000000,04,4,04,Andalucía,1,Almería,0.227046438,430.0259537
0410201,28020.00000000000,54584.67710980000,64290397.63090000000,04,4,04,Andalucía,1,Almería,0.227046438,6361.841194
0410301,2943.00000000000,41692.13387940000,71539265.21360000000,04,4,04,Andalucía,1,Almería,0.227046438,668.1976672
0490101,581.00000000000,51795.36100690000,85287052.44330000000,04,4,04,Andalucía,1,Almería,0.227046438,131.9139805
0490201,89391.00000000000,72450.02575860000,225650433.81400000000,04,4,04,Andalucía,1,Almería,0.227046438,20295.90814
0490301,8696.00000000000,25927.39292300000,23847881.00330000000,04,4,04,Andalucía,1,Almería,0.227046438,1974.395825
0490401,3018.00000000000,24993.89435680000,31579111.44830000000,04,4,04,Andalucía,1,Almería,0.227046438,685.22615
0500101,211.00000000000,24382.59130840000,31406807.56340000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,53.40275194
0500201,2739.00000000000,41864.45754530000,58656087.88960000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,693.2234007
0500501,175.00000000000,21886.38112460000,17096654.03050000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,44.29138194
0500701,102.00000000000,15542.79417200000,8484874.44519000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,25.81554833
0500801,210.00000000000,21587.20598650000,24238360.80940000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,53.14965833
0501001,150.00000000000,17741.22841690000,17152729.60940000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,37.96404166
0501201,135.00000000000,19996.28697410000,15015766.94410000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,34.1676375
0501301,971.00000000000,23437.85185880000,27077675.75160000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,245.7538964
0501401,1856.00000000000,2933.96287125000,382976.10281500000,05,5,05,Castilla y León,7,Ávila,0.2530936111,469.7417422
0501402,3352.00000000000,21154.07222450000,12590678.76910000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,848.3697843
0501403,1278.00000000000,121836.17829700000,181611320.61500000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,323.453635
0501501,61.00000000000,19397.26117620000,14970584.48990000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,15.43871028
0501601,940.00000000000,15530.46303850000,8735862.69346000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,237.9079944
0501602,6828.00000000000,38116.92321260000,36935738.40220000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,1728.123176
0501701,75.00000000000,24719.01080050000,12838768.70570000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,18.98202083
0501801,24.00000000000,12669.97925200000,10234808.43560000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,6.074246666
0501901,2617.00000000000,62974.97683840000,39967351.66380000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,662.3459802
0501902,2770.00000000000,3356.29767409000,319690.86293200000,05,5,05,Castilla y León,7,Ávila,0.2530936111,701.0693027
0501903,3185.00000000000,24402.87837620000,17965556.03860000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,806.1031513
0501904,19865.00000000000,53163.35332870000,48963605.73370000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,5027.704584
0501905,10980.00000000000,14642.18197740000,3176257.98189000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,2778.96785
0501906,19131.00000000000,89232.29735310000,120263203.35700000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,4841.933873
0502101,2289.00000000000,14323.73020620000,12687762.57230000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,579.3312758
0502201,2007.00000000000,67790.29373100000,153163068.12600000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,507.9588774
0502301,176.00000000000,23280.83065930000,20029510.69900000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,44.54447555
0502401,164.00000000000,26467.18606610000,32163679.53040000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,41.50735222
0502501,70.00000000000,26719.34771030000,19865750.60390000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,17.71655278
0502601,176.00000000000,18606.16342910000,17304715.81390000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,44.54447555
0502701,326.00000000000,26333.58686010000,16688559.03100000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,82.50851721
0502901,87.00000000000,22255.86963480000,19777987.48170000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,22.01914416
0503001,50.00000000000,21509.02880160000,9004552.18850000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,12.65468055
0503301,169.00000000000,37763.14209120000,39602949.82100000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,42.77282027
0503401,15.00000000000,18960.18855490000,12972544.90800000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,3.796404166
0503501,106.00000000000,22815.40721800000,22954512.51280000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,26.82792277
0503601,107.00000000000,28602.43386010000,22083350.13120000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,27.08101639
0503701,215.00000000000,42802.96675810000,73880707.76030000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,54.41512638
0503801,181.00000000000,53372.69194090000,55061266.75900000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,45.8099436
0503901,42.00000000000,30937.58803220000,18346505.39240000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,10.62993167
0504001,57.00000000000,47134.65041400000,30753207.48450000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,14.42633583
0504101,1253.00000000000,39713.90361180000,55034141.01720000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,317.1262947
0504201,158.00000000000,15033.42040730000,11801450.07050000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,39.98879055
0504301,89.00000000000,19164.92865960000,17964034.37110000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,22.52533139
0504401,248.00000000000,62688.05728750000,110073459.67400000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,62.76721555
0504501,93.00000000000,22623.83920480000,19168132.43880000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,23.53770583
0504601,36.00000000000,12761.65508280000,6670069.12074000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,9.111369999
0504701,1050.00000000000,25610.71763910000,24616376.20660000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,265.7482916
0504703,3959.00000000000,64741.40806890000,189309106.34200000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,1001.997606
0504801,97.00000000000,22804.21378270000,14372469.41520000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,24.55008027
0504901,426.00000000000,39406.23389670000,40466870.21660000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,107.8178783
0505101,162.00000000000,17386.85186530000,14167850.42060000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,41.00116499
0505201,85.00000000000,32313.78323660000,22141301.04020000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,21.51295694
0505301,70.00000000000,27207.74609070000,18359401.49210000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,17.71655278
0505401,1417.00000000000,27711.76367180000,39290092.03090000000,05,5,05,Castilla y León,7,Ávila,0.2530936111,358.6336469
