COD_POSTAL,Censo_mascota_CP,area_cp
3179,1108.843182,10238017.44
3181,2887.452585,1430095.812
3182,3193.919191,1133461.324
3183,3193.919191,8490928.797
3184,2887.452585,46270809.35
3185,3080.253173,4043713.324
3186,3080.253173,8072226.849
3187,741.2271356,32813681.87
3188,3193.919191,1939951.984
3189,2176.760202,44514117.85
3190,2820.308101,5303390.572
3191,2820.308101,73242265.6
3193,1657.989135,54879244.3
3194,816.9860347,7167092.903
3195,816.9860347,29803929.93
3201,7786.362048,880138.3872
3202,7332.417381,3209189.339
3203,4299.764851,6486600.733
3204,7207.480682,1080681.66
3205,7117.315233,16808508.47
3206,8477.230822,3567185.921
3207,816.9860347,29718243.74
3208,4299.764851,1823212.347
3290,816.9860347,10411029.55
3291,816.9860347,4778592.327
3292,816.9860347,21916358.91
3293,816.9860347,22262201.89
3294,816.9860347,47312460.74
3295,816.9860347,47807598.09
3296,816.9860347,38685168.63
3300,2689.376359,6358726.575
3310,503.8234267,12205298.85
3311,659.0550774,23897724.47
3312,686.6322759,18907827.7
3313,2176.760202,119065493.1
3314,1705.469876,9705113.879
3315,659.0550774,39731120.12
3316,483.4402799,44749223.45
3317,678.5189842,17607306.37
3318,659.0550774,638710.0738
3319,2176.760202,4702967.377
3320,816.9860347,7488098.426
3321,686.6322759,2723288.01
3322,686.6322759,2567580.649
3325,678.5189842,8712581.702
3330,2832.058386,67386762.74
3339,1420.825228,21908606.53
3340,1524.659375,66549058.33
3348,641.2298158,7137200.251
3349,538.8344787,6690542.699
3350,1795.875127,16766482.02
3360,2956.27568,25152262.78
3369,1144.813441,10190235.89
3370,1964.455741,9447863.706
3380,1764.940705,7222584.836
3390,1352.961339,9328407.335
3400,957.2884908,69576322.05
3408,583.4375998,77985378.87
3409,290.1600887,184880147.6
3410,864.7250245,98161718.98
3420,1035.224052,114625103.4
3430,1876.688309,48420402.86
3440,1364.23202,62544719.59
3450,834.7498088,50286714.56
3460,408.6221414,22640648.41
3469,105.992363,34069866.37
3501,4152.886294,773040.7753
3502,5362.686002,25926620.6
3503,5031.280017,11767579.31
3509,2125.602501,42281901.9
3510,502.624418,34285385.34
3516,128.5337252,37931244.93
3517,60.90963845,83625111.33
3518,104.0739492,45276439.87
3520,1312.434847,22593591.9
3530,4581.172177,21378075.68
3540,3318.536154,8076657.381
3550,3032.772431,9641152.489
3559,3318.536154,5042261.585
3560,4086.940819,55394623.96
3569,274.3331747,18475278.29
3570,3907.329326,59316359.01
3578,302.6297784,76907196.79
3579,207.6682949,62821231.44
3580,2483.146874,12556488.38
3581,2483.146874,6719281.746
3590,1679.811092,14543793.5
3599,2791.292093,20606487.87
3600,1574.298332,25086519.1
3610,629.7193329,104257068.6
3630,1508.352858,43225010.7
3638,416.5355983,91572001.52
3639,915.3231888,22649807.04
3640,2381.710744,77475040.52
3649,620.846669,95570384.18
3650,665.2899223,16724868.17
3657,4825.117473,121467018.4
3658,665.2899223,71370258.05
3659,665.2899223,15607084.5
3660,3727.478031,75662571.4
3668,335.2428132,18432326.55
3669,633.0765571,43294415.6
3670,1058.844522,23285544.93
3679,1058.844522,56217162.63
3680,902.3738955,70909763.08
3688,652.2606952,68853776.15
3689,313.4208561,34110912.95
3690,6436.27833,40582596.17
3698,1215.55495,66614326.52
3699,1948.389025,56719093.76
3700,1799.472153,42088166.07
3709,1238.815717,1681561.963
3710,3062.507845,23416099.3
3720,1818.416489,69919315.87
3723,166.9020014,4189160.184
3724,408.3823397,13665446.85
3725,1410.993357,18513813.51
3726,1181.263303,12748003.17
3727,218.2195708,34670108.63
3728,166.9020014,8912953.531
3729,244.8375624,26940675.54
3730,1793.956713,28157413.65
3737,1292.291502,4162539.396
3738,2083.757099,11873545.72
3739,2083.757099,24412832.02
3740,753.2172219,20343035.17
3749,1238.815717,13465912.93
3750,2055.100793,29600185.68
3759,298.5531491,8797861.759
3760,1756.068041,10422585.97
3769,109.3495871,9740815.377
3770,1237.376907,8166150.593
3778,574.0853324,7409080.956
3779,670.0060229,9032530.573
3780,746.982377,28251982.75
3786,149.8760789,26097353.78
3788,42.2051038,66508164.57
3789,55.15439702,63464282.6
3790,582.2385911,3160916.852
3791,209.5867087,29891727.77
3792,138.1257943,17597564.29
3793,105.7525612,45953039.19
3794,131.4113459,18468546.73
3795,105.992363,18744610.06
3801,1151.048286,47631886.85
3802,1666.861799,72272412.54
3803,1781.247222,1134810.849
3804,1781.00742,3356435.993
3810,176.9736739,9542599.467
3811,32.61303476,25825336.69
3812,29.01600887,30546963.09
3813,23.98017262,34504807.72
3814,46.04193142,23612838.4
3815,75.53754374,49948892.58
3816,26.85779333,13694551.53
3819,2613.11941,5511024.907
3820,2228.23764,47723077.91
3827,26.6179916,17771607.3
3828,168.8204152,38887853.82
3829,122.0590786,701131.9131
3830,1106.684966,16194787.92
3837,148.4372685,25845784.73
3838,100.4769233,19796946.05
3839,1106.684966,14318111.58
3840,135.9675787,9575469.985
3841,62.3484488,4714829.035
3850,261.1440798,20224404.94
3860,141.003415,31782674.43
3870,484.1596851,5046131.08
4001,1884.918867,306473.9638
4002,936.4133006,19835552.96
4003,2132.662859,435684.8818
4004,2039.463929,434139.157
4005,5569.963272,507835.3785
4006,5569.963272,1246330.232
4007,5569.963272,5551073.471
4008,2132.662859,16983454.91
4009,19273.89266,10852014.59
4071,,80150.47465
4100,1489.531255,17308697.34
4110,1489.531255,18090877.38
4113,1489.531255,17004389.3
4114,342.8108325,112658582.6
4115,342.8108325,17125227.55
4116,342.8108325,127473784.4
4117,1489.531255,163458341.2
4118,633.3693112,34142348.04
4119,1489.531255,50482344.56
4120,5569.963272,25186370.02
4130,1291.513022,18600736.87
4131,1291.513022,24299932.5
4140,2062.763661,10837655.09
4149,406.7130524,130781129.6
4150,1291.513022,43882196.59
4151,633.3693112,46587846.89
4160,1291.513022,122127258.6
4200,594.5855792,220927117.6
4210,106.3234629,50845614.48
4211,106.3234629,94695237.9
4212,32.14773221,174402434.6
4213,85.53066368,50310482.49
4230,5490.183808,20911092.68
4240,1275.881555,20605707.71
4250,653.2773105,10870490.74
4259,653.5722438,35153619.89
4260,478.0869166,36377188.68
4270,184.6282602,51969697.89
4271,423.2293185,173562323.0
4274,245.6794581,31317211.24
4275,111.4847961,59030250.04
4276,38.63626532,89817176.45
4277,184.6282602,84682847.71
4278,184.6282602,18607424.4
4279,184.6282602,58977258.44
4280,894.827702,12718668.21
4288,150.1210614,55077010.4
4289,150.1210614,20278466.41
4400,1132.249027,26223333.66
4409,65.18026439,24871921.28
4410,1371.439952,16603359.97
4420,148.3514615,34843191.6
4430,145.1071949,33458805.79
4431,133.0149287,19173308.51
4440,89.06986355,26901053.05
4450,336.8138549,66873913.39
4458,61.64106451,96075674.8
4459,162.508261,32387550.79
4460,322.6570554,44356806.16
4470,194.9509265,92735318.71
4479,97.91786324,130168568.9
4480,118.7106625,33128048.37
4500,356.2794542,133853138.1
4510,371.3210537,57138003.04
4520,187.8725268,7285711.619
4530,85.67813034,21441682.72
4531,88.47999691,47649287.41
4532,85.67813034,63845622.21
4533,187.8725268,64396003.36
4540,149.8261281,48472713.56
4549,117.1868403,98164136.32
4550,117.1868403,133612585.1
4558,88.47999691,29039714.73
4559,117.1868403,22750677.14
4560,894.827702,87603215.61
4567,210.5823926,16381970.98
4568,43.35519848,40044181.8
4569,71.37386417,27041226.79
4600,567.7466468,63812240.79
4610,2008.200996,49280749.69
4616,307.2222115,5130613.837
4617,307.2222115,6189183.966
4618,307.2222115,38619264.97
4619,435.3215848,87962874.2
4620,881.8506358,44654070.29
4621,1246.683156,13340954.47
4628,638.5306443,42692891.16
4629,366.0122539,56391173.18
4630,1400.933284,7672623.135
4638,2169.234591,71498150.34
4639,1245.798356,93314579.59
4640,898.9567686,16648378.25
4647,435.3215848,97207205.03
4648,1596.179144,57535500.11
4649,898.9567686,733931.0292
4650,433.9943848,56514851.67
4660,1312.453287,45866805.43
4661,433.9943848,29262354.89
4662,271.2403461,55229079.41
4690,216.0386591,14707026.88
4691,271.2403461,78070097.49
4692,2238.838855,78143728.34
4693,271.2403461,56731251.08
4694,216.0386591,23616542.54
4700,3766.340668,26365630.79
4710,3766.340668,36517300.89
4711,3766.340668,29489609.15
4712,3766.340668,29646517.77
4713,890.1087689,21919542.91
4715,3766.340668,32714379.74
4716,3766.340668,34102769.63
4717,3766.340668,36815091.09
4720,9357.644473,20727116.75
4721,2754.677237,510595.8235
4727,2754.677237,6126077.549
4728,225.6239921,81198266.4
4729,174.6005272,66753266.17
4738,2754.677237,57653676.72
4740,6257.010448,31472762.97
4741,6257.010448,4301543.224
4743,9357.644473,3351891.802
4745,1282.370088,13364886.26
4746,1282.370088,10482972.38
4750,1234.59089,141321161.5
4760,2761.16577,55470332.12
4768,118.7106625,34332454.1
4769,1038.755164,139850772.3
4770,3447.475613,59082908.97
4778,235.6517251,13774285.01
4779,1200.378625,17145842.95
4800,1106.294895,4067409.577
4810,395.8005195,172944344.9
4811,268.9791906,108001368.9
4812,349.4959878,23877019.79
4813,411.4319856,111845746.9
4814,411.4319856,54497361.9
4815,344.7770546,3285829.827
4820,482.8058498,66660010.11
4825,456.8517174,180657619.8
4826,482.8058498,20198443.65
4827,482.8058498,61828354.43
4828,482.8058498,121654496.3
4829,327.3759886,64517840.47
4830,242.4351915,318210904.1
4838,178.7295937,149610574.7
4839,178.7295937,159273601.9
4850,714.6234417,66089023.45
4857,100.2773298,10124293.15
4858,100.2773298,34579206.43
4859,61.05119787,73229058.18
4860,1873.711401,23500072.14
4867,29.05093232,56249447.52
4868,29.05093232,9125015.507
4869,657.1114437,23061219.99
4870,458.0314506,36618842.62
4877,155.1349279,16182175.78
4878,112.3695961,37543034.34
4879,112.3695961,25448897.62
4880,1033.446364,10646461.85
4887,245.3845248,153144572.8
4888,99.09759653,34292734.19
4889,69.89919756,98858636.25
4890,399.3397194,48573691.36
4897,166.6373275,145022462.3
4898,112.8119961,18649191.65
4899,112.8119961,47860464.6
5001,910.6890242,1013760.227
5002,430.1937141,15735407.6
5003,3609.879237,4757125.164
5004,3144.836051,19871029.09
5005,1047.127994,28563518.68
5100,714.0854009,73510743.05
5110,329.9192909,8785796.365
5111,71.83593927,34888610.18
5112,71.83593927,25869333.2
5113,411.9470568,55270413.33
5114,75.28800958,23348835.51
5115,101.260729,60722668.0
5120,121.3156137,99389735.29
5122,12.82197543,27087318.27
5123,108.4936383,82474161.27
5130,255.7819714,52001599.72
5131,26.30148806,34617763.39
5132,22.35626485,88905348.1
5133,53.91805053,50486660.36
5134,13.47951263,87927286.75
5140,23.01380206,65299056.69
5141,21.36995905,88632546.11
5143,20.05488465,21753430.61
5145,12.82197543,60805068.29
5146,55.56189353,175484811.1
5147,14.79458704,61876708.63
5148,81.53461299,110072888.5
5149,23.01380206,51307010.89
5150,12.49320683,50900590.47
5151,18.90419455,46590259.9
5152,18.90419455,5288288.853
5153,20.05488465,66425785.7
5154,32.21932288,107527844.9
5160,430.1937141,25405773.06
5162,107.1785639,16688493.59
5163,54.90435633,57247068.79
5164,48.32898432,57626647.71
5165,35.17824028,82572573.55
5166,14.46581843,39701114.89
5190,65.42495156,65517284.05
5191,35.83577749,26508213.82
5192,120.3293079,24550060.36
5193,32.21932288,108856366.6
5194,16.43843004,54244236.0
5195,3144.836051,61751073.74
5196,150.5760192,108033009.8
5197,6530.988255,63872289.3
5198,82.1921502,90441780.56
5200,309.0424847,45715188.01
5210,149.2609448,47320823.08
5211,28.60286827,72423496.27
5212,69.04140617,78285160.46
5213,148.274639,24446554.8
5214,47.01390991,23230089.19
5215,10.19182662,84514617.64
5216,222.9051113,58255214.97
5217,51.94543892,69501210.81
5220,236.0558554,106816836.6
5229,57.86327374,63014383.51
5230,711.7840207,91191417.36
5239,1054.360903,92827397.49
5240,258.0833516,49806800.29
5250,711.4552521,80679913.79
5260,213.3708219,137764610.6
5267,165.3706062,74633818.2
5268,83.8359932,67386979.13
5270,735.45536,11787354.92
5278,329.9192909,194464817.2
5279,735.45536,14128036.27
5280,127.8909857,15994114.29
5289,6.575372016,62348192.85
5290,34.84947168,49530844.53
5291,233.096938,59263133.69
5292,19.39734745,78358494.36
5294,83.8359932,22345750.65
5296,69.37017477,87322465.65
5298,64.76741435,64698166.81
5299,4.931529012,27892032.13
5300,155.8363168,3472693.813
5301,28.93163687,19715191.13
5309,47.67144711,89977480.74
5310,235.3983182,36411944.12
5320,140.0554239,40490166.75
5350,163.7267632,18548041.05
5357,24.65764506,104048082.2
5358,57.53450514,74995595.49
5369,48.98652152,33604093.2
5370,90.41136522,43042598.73
5380,24.32887646,39436261.85
5400,610.1945231,150469554.2
5410,150.4116349,20335891.22
5412,243.9463018,36994493.19
5413,106.5210267,71328637.58
5414,169.9733666,19170815.55
5415,87.12367921,24218785.45
5416,319.2343114,27077460.51
5417,160.7678458,37383716.94
5418,420.1662718,44135070.68
5420,781.8117327,43244351.59
5427,35.17824028,59690378.74
5428,217.9735823,11957691.83
5429,117.0416219,34005476.39
5430,900.4971976,58656330.93
5440,382.3578827,55237455.32
5450,465.8651073,39289915.61
5460,180.1651932,29153747.73
5461,239.67231,46947543.27
5470,260.3847318,68997396.71
5480,345.2070308,194195830.7
5489,1301.594891,19729955.14
5490,275.5080875,33666713.15
5491,150.4116349,29456651.73
5492,163.3979946,3382062.902
5500,276.0012404,3380805.281
5510,123.9457625,13920205.98
5514,59.50711674,108491259.1
5515,276.0012404,25292743.16
5516,20.38365325,31464480.06
5520,90.41136522,75020443.0
5530,98.63058024,29900091.01
5540,160.4390772,61521995.9
5560,44.38376111,154934797.3
5571,27.94533107,110778598.4
5580,33.53439728,41121421.14
5591,34.52070308,45989060.16
5592,56.54819934,42683430.28
5593,49.31529012,17152678.51
5600,752.5513272,12687702.78
5610,53.91805053,22590210.29
5619,16.43843004,62417003.36
5620,53.26051333,14167800.88
5621,32.87686008,88787824.83
5630,70.68524917,115098659.3
5631,27.28779387,148231003.3
5633,81.20584439,52546441.13
5634,9.534289423,62798739.74
5635,148.6034076,78808447.64
5690,21.36995905,44709692.98
5691,33.86316588,22905619.29
5692,38.46592629,19545959.02
5693,14.46581843,27152665.02
5694,14.13704983,24649470.39
5695,152.5486308,18212654.82
5696,10.52059523,42830645.32
5697,27.94533107,140469438.3
6001,1379.88955,432147.4564
6002,1379.88955,357302.4726
6003,3120.734499,502414.6497
6004,1429.827887,257479.7963
6005,1429.827887,351271.8884
6006,3019.485892,32385976.13
6007,1890.797154,21027447.3
6008,2361.369947,11849497.51
6009,4838.256598,58941178.74
6010,3120.734499,382999754.4
6011,5823.578406,79226614.44
6050,582.796859,11861319.0
6100,645.6313603,41995588.84
6105,318.8370763,48082775.72
6106,645.6313603,90638734.19
6107,645.6313603,88052282.75
6108,645.6313603,150687895.9
6109,645.6313603,59732320.75
6110,901.6339353,360932383.4
6120,483.4689574,149653580.8
6129,283.9899948,45396476.48
6130,455.4815376,73138178.45
6131,448.3474894,295383741.5
6132,516.1209471,67756160.52
6133,181.9182286,31381561.51
6134,198.9301896,74930035.11
6140,1493.211161,68153331.81
6150,515.0234013,119802400.0
6160,376.1838482,136341790.5
6170,551.2424151,294829146.2
6171,327.8918298,67909166.65
6172,336.9465833,58243091.81
6173,172.3147022,80593308.67
6174,224.7225177,71953847.4
6175,198.3814167,75136143.09
6176,193.9912332,121666580.2
6177,94.93771808,4937999.845
6178,305.9409123,3683735.752
6180,3019.485892,37966837.16
6181,582.796859,73037951.48
6182,582.796859,124158710.9
6183,582.796859,30853569.01
6184,535.0536135,28583025.13
6185,756.209107,31859351.28
6186,666.7591183,70679539.54
6187,376.7326212,9896681.611
6190,393.4701957,109802026.9
6191,499.657759,23683669.26
6192,576.2115837,99062688.86
6193,582.796859,183569941.9
6194,582.796859,57471871.01
6195,582.796859,20554149.9
6196,322.129714,63476524.07
6197,155.0283547,9739625.908
6200,1723.970181,164572937.7
6207,964.4684366,63170699.45
6208,399.5066981,90944192.3
6209,699.6854945,43900164.38
6210,616.8207811,23369372.83
6220,578.132289,104550665.9
6225,878.3110855,185831616.7
6226,133.6262101,46172746.53
6227,221.7042665,71579376.38
6228,938.6761085,296361581.2
6229,122.9251379,35939548.74
6230,811.0864007,108760249.2
6240,251.3380051,251951161.9
6249,192.6193008,52130224.1
6250,557.2789174,92338251.63
6260,582.5224725,322749408.7
6270,231.0334064,104521255.8
6280,251.3380051,109887507.0
6290,239.8137734,177993482.9
6291,116.9800977,142590717.2
6292,251.886778,68307367.04
6293,164.6318811,64089680.56
6300,2406.369328,62689678.97
6310,723.8315038,31398596.63
6320,316.9163711,87568256.28
6329,76.27943823,22813865.46
6330,523.5293818,99193516.85
6340,440.6646683,236815808.8
6350,604.47339,125607063.5
6360,923.3104663,179949905.0
6370,828.3727482,187818557.0
6378,76.5538247,19694147.89
6380,812.1839466,362530381.3
6389,262.0390774,379442369.9
6390,289.7521107,73831825.59
6391,81.21839466,8150541.065
6392,239.8137734,88759541.36
6393,209.3568754,32716104.77
6394,274.112082,68736434.53
6400,2211.829322,321487943.7
6410,1076.966889,206405432.5
6411,306.6268785,32055031.85
6412,762.9773066,109719678.6
6413,134.1749831,43844694.39
6415,306.6268785,33191439.65
6420,472.7678851,432189802.1
6427,490.877392,315042924.2
6428,53.7111512,22007097.64
6429,53.7111512,42799645.91
6430,471.533146,127989868.4
6439,263.1366232,21707358.62
6440,145.6992147,26344448.43
6441,247.770981,74433416.49
6442,119.6325002,96363016.47
6443,366.3059354,234194558.0
6444,137.1932342,210552588.2
6445,96.58403689,113474411.8
6446,471.533146,104727371.0
6450,1227.056287,141624249.5
6458,304.56898,122462265.8
6459,418.4393644,32158286.19
6460,415.4211132,225274854.6
6468,134.1749831,75857817.73
6469,590.7540666,81203302.37
6470,916.1764181,176483885.1
6473,332.5563998,40654895.29
6474,317.1907575,39807844.95
6475,266.9780338,255166034.9
6476,180.2719098,40690883.41
6477,194.2656197,131746297.8
6478,206.0642378,38262324.81
6479,151.4613306,15820044.8
6480,645.0825873,35833038.5
6486,250.5148457,44786616.16
6487,230.4846335,37142423.49
6488,142.4065771,38936500.5
6489,983.9498758,66497785.49
6490,847.0310281,14267626.05
6498,376.7326212,47911374.56
6499,1911.376139,17423644.33
6500,635.4790609,220071009.8
6510,281.2461302,689770044.8
6518,548.4985504,27675207.82
6519,380.0252588,132708274.9
6600,340.5136073,381335472.2
6610,228.2895417,47333699.25
6611,81.7671676,92000909.45
6612,42.25551614,146986739.2
6613,53.7111512,21223017.03
6614,242.8320246,93735113.93
6615,53.7111512,16810457.19
6620,240.3625464,208676246.9
6630,309.7823229,296891121.4
6640,898.0669112,339322049.3
6650,199.4789626,202495351.5
6655,42.25551614,33531334.63
6656,147.8943065,129273957.3
6657,33.47514915,39442782.33
6658,56.5236125,29672327.15
6659,66.67591183,62092037.4
6660,474.4142039,191886760.3
6670,196.1863249,234282858.5
6678,110.5777468,123294094.1
6679,527.9195653,43012128.98
6680,234.0516576,132236199.1
6689,292.2215889,90127166.33
6690,135.2725289,84148481.2
6691,103.7180851,23109704.22
6692,80.80681496,144503957.8
6700,1359.310565,34357192.58
6710,2176.982241,58371448.18
6711,762.9773066,37793387.3
6712,297.8922426,7310986.797
6713,111.9496791,19666845.96
6714,331.4588539,86627923.14
6715,170.9427698,10790199.98
6716,181.3694556,51756477.92
6717,181.3694556,30699503.56
6718,297.8922426,13343245.63
6719,762.9773066,23287903.14
6720,297.8922426,39541013.6
6730,111.9496791,115544725.5
6731,583.3456319,57466241.59
6740,712.5816586,37061882.93
6750,76.5538247,16682898.77
6760,612.704984,141042977.3
6770,222.5274259,142690108.5
6800,1630.404395,740783990.5
6810,1676.775709,7818363.408
6820,224.1737447,32186184.0
6830,925.7799445,63283749.05
6840,502.6760102,160525526.3
6850,1108.795719,50250494.39
6860,414.0491809,16824498.31
6870,630.265718,33453215.07
6880,277.4047196,21116904.21
6890,279.0510384,51801491.92
6891,336.3978103,41489667.85
6892,385.7873746,20339195.98
6893,242.2832516,149062490.4
6894,72.1636412,31987662.1
6900,705.9963833,162937304.8
6906,176.1561127,79649920.97
6907,116.9800977,31165940.75
6908,116.9800977,29163530.84
6909,166.5525863,22089208.84
6910,530.3890435,151759995.3
6919,130.607959,163724750.7
6920,266.4292609,408213075.0
6927,152.5588765,41250855.25
6928,97.68158277,26258532.57
