id,geo_location,city,postal_code,text_test
137079,"{""latitude"":38.98895318803743,""longitude"":-0.5295211045845937}",Xàtiva,46800,Positive
136879,"{""latitude"":36.69401,""longitude"":-4.4430594}",Málaga,29004,Positive
136509,"{""latitude"":36.921437641795805,""longitude"":-6.071250139550739}",Lebrija,41740,Positive
136281,"{""latitude"":39.89449900058376,""longitude"":-0.10978432247887299}",les Alqueries / Alquerías del Niño Perdido,12539,Positive
136024,"{""latitude"":43.3528984,""longitude"":-2.8397778}",Mungia,48100,Positive
135926,"{""latitude"":28.4558438,""longitude"":-16.4515075}",La Matanza de Acentejo,38379,Positive
135113,"{""latitude"":40.5674267,""longitude"":-3.5027027}",Cobeña,28863,Positive
134469,"{""latitude"":38.927552852366595,""longitude"":-6.34792071880601}",Mérida,6800,Positive
133383,"{""latitude"":38.9063276,""longitude"":1.4236385}",Eivissa,7800,Positive
133219,"{""latitude"":38.105813,""longitude"":-1.8589705}",Caravaca de la Cruz,30400,Positive
130299,"{""latitude"":41.627530466986784,""longitude"":2.2950179104651474}",les Franqueses del Vallès,8520,Positive
129263,"{""latitude"":28.0553691443772,""longitude"":-16.620474839119698}",San Miguel de Abona,38639,Positive
128739,"{""latitude"":36.80184538,""longitude"":-2.69518026}",Urbanización Félix,,Positive
127356,"{""latitude"":43.3470265,""longitude"":-8.2479197}",Sada,15160,StrongPositive
127078,"{""latitude"":37.4173818,""longitude"":-6.4039036}",Paterna del Campo,21880,Positive
126550,"{""latitude"":39.5951995,""longitude"":-8.4192758}",Tomar,2300,Positive
126406,"{""latitude"":37.8882212,""longitude"":-4.7626886}",Córdoba,14007,StrongPositive
126386,"{""latitude"":36.4284094,""longitude"":-6.1431014}",Chiclana de la Frontera,11130,Positive
125933,"{""latitude"":40.4624087,""longitude"":-3.4765866}",Torrejón de Ardoz,28850,StrongPositive
125456,"{""latitude"":40.6191316,""longitude"":0.5889256}",la Ràpita,43540,Positive
125440,"{""latitude"":38.9889666,""longitude"":-0.5295363}",Xàtiva,46800,Positive
124973,"{""latitude"":41.6274424,""longitude"":2.2951023}",les Franqueses del Vallès,8520,Positive
124643,"{""latitude"":36.44088695431916,""longitude"":-6.142650919038256}",Chiclana de la Frontera,11130,Positive
124369,"{""latitude"":41.627532706419416,""longitude"":2.295046619343988}",les Franqueses del Vallès,8520,Positive
124192,"{""latitude"":40.3838141,""longitude"":-3.6625662}",Madrid,28018,Positive
122994,"{""latitude"":37.4309246,""longitude"":-5.9260166}",Sevilla,41020,StrongPositive
122882,"{""latitude"":40.2053155,""longitude"":-8.6483819}",Carapinheira,3140-071,Positive
122276,"{""latitude"":39.5658872,""longitude"":-0.5280925}",l'Eliana,46183,Positive
122101,"{""latitude"":41.62775952,""longitude"":2.29530357}",les Franqueses del Vallès,8520,Positive
122042,"{""latitude"":36.6001542,""longitude"":-6.2474224}",El Puerto de Santa María,11500,StrongPositive
122027,"{""latitude"":37.9892558,""longitude"":-1.1270595}",Murcia,30001,Positive
121956,"{""latitude"":36.44084164626469,""longitude"":-6.1425928302465085}",Chiclana de la Frontera,11130,Positive
121571,"{""latitude"":37.33478907453809,""longitude"":-6.541589592364902}",Bollullos Par del Condado,21710,Positive
121143,"{""latitude"":28.4519097,""longitude"":-16.366586}",El Rosario,38290,Positive
120715,"{""latitude"":36.9214412802509,""longitude"":-6.071299813906576}",Lebrija,41740,StrongPositive
120122,"{""latitude"":39.9932059,""longitude"":-0.0347658}",Castelló de la Plana,12004,Positive
120109,"{""latitude"":37.2980492,""longitude"":-3.1297812}",Guadix,18500,StrongPositive
119549,"{""latitude"":37.0948129,""longitude"":-8.2299797}",Albufeira,8200-260,Positive
119331,"{""latitude"":40.5445129,""longitude"":-3.6429069}",Alcobendas,28100,StrongPositive
119101,"{""latitude"":37.2782799,""longitude"":-6.9378412}",Huelva,21005,StrongPositive
118378,"{""latitude"":40.4576312,""longitude"":-3.7022354}",Madrid,28039,StrongPositive
117214,"{""latitude"":37.3030933,""longitude"":-6.3026535}",Pilas,41840,StrongPositive
117208,"{""latitude"":37.580853382047756,""longitude"":-4.748235425986384}",Montalbán de Córdoba,14548,Positive
115879,"{""latitude"":37.334816235968084,""longitude"":-6.541583311570953}",Bollullos Par del Condado,21710,StrongPositive
115396,"{""latitude"":36.1385098,""longitude"":-5.4562874}",Algeciras,11204,Positive
115190,"{""latitude"":37.2592221,""longitude"":-6.9460506}",Huelva,21004,StrongPositive
114228,"{""latitude"":28.4625347,""longitude"":-16.2533181}",Santa Cruz de Tenerife,38003,StrongPositive
113611,"{""latitude"":36.420762819834785,""longitude"":-6.139546330290701}",Chiclana de la Frontera,11130,Positive
113494,"{""latitude"":39.9611690954186,""longitude"":-4.836821692390211}",Talavera de la Reina,45600,Positive
112772,"{""latitude"":37.1297778,""longitude"":-8.3479013}",Alcantarilha e Pêra,8365,Positive
112364,"{""latitude"":37.41740192,""longitude"":-6.40382457}",Paterna del Campo,21880,Positive
111039,"{""latitude"":28.4519298,""longitude"":-16.3665733}",El Rosario,38290,Positive
110980,"{""latitude"":40.5101989,""longitude"":-7.6278098}",Gouveia,6290,Positive
110507,"{""latitude"":37.8933091,""longitude"":-6.5621898}",Aracena,21200,StrongPositive
110420,"{""latitude"":43.2837321,""longitude"":-8.2079381}",,15319,StrongPositive
110292,"{""latitude"":40.4701416,""longitude"":-3.6166781}",Madrid,28042,StrongPositive
109970,"{""latitude"":37.2881452,""longitude"":-7.1434723}",Cartaya,21450,StrongPositive
109573,"{""latitude"":39.8944086,""longitude"":-0.1098629}",les Alqueries / Alquerías del Niño Perdido,12539,StrongPositive
109077,"{""latitude"":43.3629397,""longitude"":-5.8384078}",Oviedo,33010,StrongPositive
108052,"{""latitude"":40.96723903955018,""longitude"":-5.652786975677848}",Salamanca,37003,Positive
107860,"{""latitude"":41.62760125806753,""longitude"":2.2950363374689533}",les Franqueses del Vallès,8520,Positive
107472,"{""latitude"":36.4284148,""longitude"":-6.1431019}",Chiclana de la Frontera,11130,StrongPositive
107092,"{""latitude"":37.3788762,""longitude"":-6.0424906}",Tomares,41940,StrongPositive
106600,"{""latitude"":40.179167,""longitude"":-8.6779067}",Montemor-o-Velho,3140-250,Positive
106324,"{""latitude"":43.2800636,""longitude"":-8.2115196}",Betanzos,15300,StrongPositive
106125,"{""latitude"":42.14742268435657,""longitude"":-0.40536610409617424}",Huesca/Uesca,22006,Positive
105290,"{""latitude"":37.3565531,""longitude"":-5.9857121}",Sevilla,41012,StrongPositive
104830,"{""latitude"":38.641824316094244,""longitude"":-0.868670701390503}",Villena,3400,Positive
104575,"{""latitude"":37.383103990420686,""longitude"":-5.949870453697336}",Sevilla,41006,StrongPositive
104406,"{""latitude"":37.417366,""longitude"":-6.40389147}",Paterna del Campo,21880,Positive
103912,"{""latitude"":41.6171211,""longitude"":-0.8747148}",Zaragoza,50021,Positive
102892,"{""latitude"":39.826124,""longitude"":3.1157974}",Alcúdia,7400,Positive
102060,"{""latitude"":38.24077355423176,""longitude"":-1.425268194382935}",Cieza,30530,Positive
101901,"{""latitude"":38.2705889,""longitude"":-0.6833565}",Elx / Elche,3202,Positive
101485,"{""latitude"":37.12905955596257,""longitude"":-7.642854071717207}",Tavira,8800-671,Positive
101352,"{""latitude"":40.4614519,""longitude"":-3.463665}",Torrejón de Ardoz,28850,StrongPositive
101008,"{""latitude"":43.352904,""longitude"":-2.8397784}",Mungia,48100,Positive
100917,"{""latitude"":37.6669332,""longitude"":-4.7245432}",Fernán-Núñez,14520,Positive
100670,"{""latitude"":37.1371266,""longitude"":-8.0175096}",Loulé,8100-537,StrongPositive
100393,"{""latitude"":37.9375913,""longitude"":-7.6032202}",Serpa,7830-320,Positive
99914,"{""latitude"":36.5951351,""longitude"":-6.2412258}",El Puerto de Santa María,11500,Positive
99829,"{""latitude"":40.50375,""longitude"":-3.8918191}",Las Rozas de Madrid,28232,Positive
98606,"{""latitude"":37.4045608,""longitude"":-5.962169}",Sevilla,41008,StrongPositive
98160,"{""latitude"":37.4173738,""longitude"":-6.4038962}",Paterna del Campo,21880,Positive
98065,"{""latitude"":40.6684913,""longitude"":-3.1974939}",Marchamalo,19180,StrongPositive
97262,"{""latitude"":38.7068814,""longitude"":-8.9794538}",Montijo,2870-114,Positive
96915,"{""latitude"":37.4173765,""longitude"":-6.4039001}",Paterna del Campo,21880,Positive
96508,"{""latitude"":40.7436573,""longitude"":-3.6055836}",Pedrezuela,28723,Positive
96454,"{""latitude"":41.62754295177468,""longitude"":2.294974071723375}",les Franqueses del Vallès,8520,Positive
95796,"{""latitude"":41.63030333333333,""longitude"":2.28971}",les Franqueses del Vallès,8520,Positive
94761,"{""latitude"":40.4601676,""longitude"":-3.4396286}",Torrejón de Ardoz,28850,StrongPositive
94661,"{""latitude"":41.627573241547005,""longitude"":2.295074362831228}",les Franqueses del Vallès,8520,Positive
94513,"{""latitude"":38.714095,""longitude"":-8.9657468}",Montijo,2870,Positive
94085,"{""latitude"":39.9932592,""longitude"":-0.034549}",Castelló de la Plana,12004,Positive
93496,"{""latitude"":38.90677788815899,""longitude"":-6.610293177742869}",Montijo,6480,Positive
92841,"{""latitude"":37.3822911,""longitude"":-5.9835416}",Sevilla,41018,StrongPositive
92491,"{""latitude"":36.8822598,""longitude"":-4.8440675}",Ardales,29550,StrongPositive
92170,"{""latitude"":37.6178756,""longitude"":-0.8766497}",La Unión,30360,Positive
90840,"{""latitude"":28.4558538,""longitude"":-16.4515066}",La Matanza de Acentejo,38379,Positive
90630,"{""latitude"":37.6753636,""longitude"":-5.9897834}",Castilblanco de los Arroyos,41230,Positive
90456,"{""latitude"":43.3187581,""longitude"":-8.2967444}",Sada,15168,Positive
89932,"{""latitude"":38.5390913,""longitude"":-8.8543673}",Setúbal,2910-298,Positive
89731,"{""latitude"":42.4534095,""longitude"":-2.4631156}",Logroño,26008,Positive
89710,"{""latitude"":37.2869177,""longitude"":-6.0511902}",Coria del Río,41100,Positive
89483,"{""latitude"":41.61723505668126,""longitude"":-0.874554881115839}",Zaragoza,50021,Positive
88731,"{""latitude"":37.2980269,""longitude"":-3.1297892}",Guadix,18500,StrongPositive
88584,"{""latitude"":38.5387917,""longitude"":-8.8540226}",Setúbal,2910,Positive
88342,"{""latitude"":39.5951848,""longitude"":-8.4192878}",Tomar,2300,StrongPositive
88088,"{""latitude"":40.4535044,""longitude"":-3.7098754}",Madrid,28039,StrongPositive
88019,"{""latitude"":43.364347,""longitude"":-5.8339389}",Oviedo,33010,StrongPositive
87786,"{""latitude"":40.4577075,""longitude"":-3.446169}",Torrejón de Ardoz,28850,StrongPositive
87219,"{""latitude"":41.6480878,""longitude"":-0.9180293}",Zaragoza,50012,Positive
87159,"{""latitude"":39.574277,""longitude"":3.2125767}",Manacor,7500,StrongPositive
87073,"{""latitude"":43.2746519,""longitude"":-5.6024036}",Samartín del Rei Aurelio,33950,StrongPositive
86761,"{""latitude"":37.3826922,""longitude"":-5.7245086}",El Viso del Alcor,41520,StrongPositive
86556,"{""latitude"":37.3832285,""longitude"":-6.0064518}",Sevilla,41010,StrongPositive
85895,"{""latitude"":37.3826768,""longitude"":-6.1218433}",Espartinas,41807,StrongPositive
85870,"{""latitude"":37.115954,""longitude"":-8.0212364}",Loulé,8100,StrongPositive
85748,"{""latitude"":28.055347055152502,""longitude"":-16.620454509645676}",San Miguel de Abona,38639,Positive
85446,"{""latitude"":37.2055812,""longitude"":-7.2187598}",Lepe,21449,StrongPositive
85126,"{""latitude"":37.155074,""longitude"":-7.8880107}",São Brás de Alportel,8150-158,Positive
84193,"{""latitude"":40.16010234680622,""longitude"":-8.432964998744023}",Coimbra,3040-650,Positive
83928,"{""latitude"":37.4173865,""longitude"":-6.4039049}",Paterna del Campo,21880,Positive
83837,"{""latitude"":37.1984803,""longitude"":-3.6151118}",Granada,18014,Positive
83736,"{""latitude"":40.5106412,""longitude"":-7.6275818}",Gouveia,6290,Positive
83438,"{""latitude"":41.62749443631065,""longitude"":2.2948555929878647}",les Franqueses del Vallès,8520,Positive
83292,"{""latitude"":28.055434478214583,""longitude"":-16.62050634716212}",San Miguel de Abona,38639,Positive
83134,"{""latitude"":33.051786238870676,""longitude"":-16.3492318710103}",Vila Baleira,9400-140,StrongPositive
82826,"{""latitude"":38.916484446839355,""longitude"":-0.5549905210244651}",l'Olleria,46850,Positive
82051,"{""latitude"":37.9376057,""longitude"":-7.6031886}",Serpa,7830-320,Positive
81476,"{""latitude"":28.4519337,""longitude"":-16.3665779}",El Rosario,38290,Positive
81333,"{""latitude"":41.627494705639826,""longitude"":2.294944694117472}",les Franqueses del Vallès,8520,Positive
80635,"{""latitude"":37.2553778,""longitude"":-8.2859968}",São Bartolomeu de Messines,8375-105,Positive
80259,"{""latitude"":39.4611173,""longitude"":-8.4633247}",Entroncamento,2330,Positive
77904,"{""latitude"":37.9889264,""longitude"":-1.1273159}",Murcia,30001,Positive
77407,"{""latitude"":40.5105897,""longitude"":-7.6275189}",Gouveia,6290,Positive
77233,"{""latitude"":37.4173968,""longitude"":-6.4038818}",Paterna del Campo,21880,Positive
76756,"{""latitude"":43.3682618,""longitude"":-5.8223152}",Oviedo,33010,StrongPositive
75904,"{""latitude"":41.62775952,""longitude"":2.29530357}",les Franqueses del Vallès,8520,Positive
74513,"{""latitude"":38.68671307116705,""longitude"":-9.353021900785565}",Cascais,2775-250,Positive
73199,"{""latitude"":38.7051772,""longitude"":-9.1992988}",Lisboa,1300-011,Positive
72417,"{""latitude"":40.2053156,""longitude"":-8.6483776}",Carapinheira,3140-071,Positive
72249,"{""latitude"":37.989252,""longitude"":-1.1270535}",Murcia,30001,Positive
71482,"{""latitude"":36.7476683,""longitude"":-5.1599779}",Ronda,29400,StrongPositive
71312,"{""latitude"":40.1659351,""longitude"":-8.8515978}",Figueira da Foz,3080-510,Positive
71060,"{""latitude"":43.2424219,""longitude"":-8.9005646}",Ponteceso,15110,StrongPositive
70520,"{""latitude"":36.38212133424984,""longitude"":-6.161622279330007}",Chiclana de la Frontera,11130,Positive
69790,"{""latitude"":43.5375253,""longitude"":-5.6637076}",Gijón / Xixón,33205,StrongPositive
69734,"{""latitude"":36.5790126,""longitude"":-6.223931}",El Puerto de Santa María,11500,StrongPositive
69472,"{""latitude"":37.29805,""longitude"":-3.1297876}",Guadix,18500,StrongPositive
68374,"{""latitude"":36.382250470078525,""longitude"":-6.161640804911024}",Chiclana de la Frontera,11130,Positive
67807,"{""latitude"":39.5951892,""longitude"":-8.4192882}",Tomar,2300,Positive
66896,"{""latitude"":40.076468,""longitude"":-3.8553791}",Numancia de la Sagra,45230,StrongPositive
66753,"{""latitude"":37.278154720036405,""longitude"":-6.937756174056006}",Huelva,21005,Positive
66539,"{""latitude"":40.1791162,""longitude"":-8.6779105}",Montemor-o-Velho,3140-250,Positive
65355,"{""latitude"":37.2867875,""longitude"":-6.0513308}",Coria del Río,41100,Positive
65079,"{""latitude"":37.2881346,""longitude"":-7.1434995}",Cartaya,21450,StrongPositive
64540,"{""latitude"":41.62752603652928,""longitude"":2.2951074340955686}",les Franqueses del Vallès,8520,Positive
64307,"{""latitude"":37.446460509709276,""longitude"":-7.104423062751606}",San Bartolomé de la Torre,21510,Positive
63240,"{""latitude"":38.3778292,""longitude"":-4.8460401}",Pozoblanco,14400,Positive
63100,"{""latitude"":37.4666652,""longitude"":-5.6487052}",Carmona,41410,StrongPositive
62296,"{""latitude"":37.3497633,""longitude"":-5.9856369}",Sevilla,41012,StrongPositive
62201,"{""latitude"":38.2706065,""longitude"":-0.6833649}",Elx / Elche,3202,Positive
61552,"{""latitude"":36.13864887215691,""longitude"":-5.45616385775003}",Algeciras,11204,StrongPositive
61508,"{""latitude"":41.627526982867224,""longitude"":2.295011919827912}",les Franqueses del Vallès,8520,Positive
60873,"{""latitude"":38.5389081,""longitude"":-8.8567798}",Setúbal,2910-296,Positive
60811,"{""latitude"":38.240920137986926,""longitude"":-6.018734952984442}",Llerena,6900,Positive
59559,"{""latitude"":41.4659261,""longitude"":1.823275}",Sant Llorenç d'Hortons,8791,Positive
59216,"{""latitude"":38.0164685,""longitude"":-4.3792574}",Montoro,14600,Positive
56308,"{""latitude"":37.56355471016319,""longitude"":-1.261399044922148}",Mazarrón,30860,Positive
56002,"{""latitude"":43.389837976324394,""longitude"":-4.027577655579947}",Requejada,39312,Positive
55836,"{""latitude"":36.1647211,""longitude"":-5.3475235}",La Línea de la Concepción,11300,StrongPositive
55824,"{""latitude"":37.185643,""longitude"":-3.6024524}",Granada,18012,StrongPositive
55493,"{""latitude"":40.4913693,""longitude"":-3.8648273}",Las Rozas de Madrid,28231,StrongPositive
54911,"{""latitude"":41.62754117429997,""longitude"":2.295003892305449}",les Franqueses del Vallès,8520,Positive
54476,"{""latitude"":43.2696195,""longitude"":-2.9502578}",Bilbao,48014,Positive
54342,"{""latitude"":37.44646466599116,""longitude"":-7.1044559470008}",San Bartolomé de la Torre,21510,Positive
54320,"{""latitude"":33.05177475181278,""longitude"":-16.34919682776878}",Vila Baleira,9400-140,StrongPositive
53620,"{""latitude"":36.1286982,""longitude"":-5.4510424}",Algeciras,11203,StrongPositive
52617,"{""latitude"":37.3566394,""longitude"":-6.0280541}",San Juan de Aznalfarache,41920,Positive
52468,"{""latitude"":36.5955661,""longitude"":-6.2434603}",El Puerto de Santa María,11500,StrongPositive
52421,"{""latitude"":36.8623939,""longitude"":-5.646811}",Villamartín,11650,StrongPositive
52014,"{""latitude"":37.3734646,""longitude"":-5.952797}",Sevilla,41006,StrongPositive
51392,"{""latitude"":37.3778618,""longitude"":-5.974157}",Sevilla,41005,StrongPositive
50523,"{""latitude"":37.675363,""longitude"":-5.9897868}",Castilblanco de los Arroyos,41230,Positive
50216,"{""latitude"":28.4519198,""longitude"":-16.366592}",El Rosario,38290,Positive
50131,"{""latitude"":38.870847172004446,""longitude"":-6.969155150285175}",Badajoz,6003,StrongPositive
50115,"{""latitude"":40.4312429,""longitude"":-3.7011539}",Madrid,28010,StrongPositive
49965,"{""latitude"":41.62755950313626,""longitude"":2.2950288660854876}",les Franqueses del Vallès,8520,Positive
49497,"{""latitude"":38.5388703,""longitude"":-8.8568643}",Setúbal,2910-296,Positive
49275,"{""latitude"":41.50459214882231,""longitude"":-2.5663371502187435}",Almazán,42211,Positive
49001,"{""latitude"":38.92750967989206,""longitude"":-6.347863720849056}",Mérida,6800,Positive
48562,"{""latitude"":40.7356629,""longitude"":-3.9469852}",Mataelpino,28492,Positive
48210,"{""latitude"":41.62751713574207,""longitude"":2.294919773422362}",les Franqueses del Vallès,8520,Positive
48197,"{""latitude"":37.3819066,""longitude"":-5.9333117}",Sevilla,41016,StrongPositive
47905,"{""latitude"":36.75093665343454,""longitude"":-3.8729805874705505}",Nerja,29780,Positive
47703,"{""latitude"":41.62758331219694,""longitude"":2.2950363185949847}",les Franqueses del Vallès,8520,Positive
47343,"{""latitude"":41.6275308075047,""longitude"":2.295002304287325}",les Franqueses del Vallès,8520,Positive
47331,"{""latitude"":36.4407084,""longitude"":-6.142632}",Chiclana de la Frontera,11130,Positive
46999,"{""latitude"":40.2034482,""longitude"":-8.4099213}",Coimbra,3000,Positive
46927,"{""latitude"":43.38984760857034,""longitude"":-4.027569449731928}",Requejada,39312,Positive
46864,"{""latitude"":37.3541951,""longitude"":-6.0536982}",Mairena del Aljarafe,41927,StrongPositive
46456,"{""latitude"":36.42850127389005,""longitude"":-6.14337337226164}",Chiclana de la Frontera,11130,Positive
46215,"{""latitude"":40.6222302,""longitude"":0.5936759}",la Ràpita,43540,Positive
46213,"{""latitude"":39.99090934291222,""longitude"":-0.06101600880008181}",Castelló de la Plana,12006,Positive
46176,"{""latitude"":43.354676942964645,""longitude"":-8.254266988963682}",Sada,,StrongPositive
46081,"{""latitude"":42.12679506025829,""longitude"":-0.40481106401095845}",Huesca/Uesca,22005,StrongPositive
45401,"{""latitude"":37.0683869,""longitude"":-5.0964768}",El Saucejo,41650,StrongPositive
44853,"{""latitude"":36.440774556271656,""longitude"":-6.1425730585756835}",Chiclana de la Frontera,11130,Positive
44368,"{""latitude"":41.6621356,""longitude"":-0.8745579}",Zaragoza,50015,Positive
43345,"{""latitude"":40.7849622,""longitude"":-3.7015868}",Guadalix de la Sierra,28794,StrongPositive
43324,"{""latitude"":40.2924,""longitude"":-4.0119495}",Navalcarnero,28600,StrongPositive
43031,"{""latitude"":36.4489466,""longitude"":-6.2116505}",San Fernando,11100,StrongPositive
42858,"{""latitude"":38.1058168,""longitude"":-1.8589858}",Caravaca de la Cruz,30400,Positive
42806,"{""latitude"":40.6101162,""longitude"":-3.5829647}",San Sebastián de los Reyes,28706,StrongPositive
42554,"{""latitude"":41.62749729202996,""longitude"":2.2948204357496222}",les Franqueses del Vallès,8520,Positive
42012,"{""latitude"":36.6387995,""longitude"":-4.4892859}",Torremolinos,29620,StrongPositive
41876,"{""latitude"":40.4237495,""longitude"":-3.7014548}",Madrid,28004,StrongPositive
41319,"{""latitude"":40.4850004,""longitude"":-3.7219479}",Madrid,28035,StrongPositive
39809,"{""latitude"":36.517152,""longitude"":-4.8892363}",Marbella,29601,Positive
39440,"{""latitude"":37.4173695,""longitude"":-6.4039267}",Paterna del Campo,21880,Positive
39025,"{""latitude"":37.1297782,""longitude"":-8.3477968}",Alcantarilha e Pêra,8365,Positive
38839,"{""latitude"":40.6221874,""longitude"":0.5937181}",la Ràpita,43540,Positive
37750,"{""latitude"":37.3781474,""longitude"":-5.9993386}",Sevilla,41011,StrongPositive
37329,"{""latitude"":37.4173904,""longitude"":-6.4038937}",Paterna del Campo,21880,Positive
37246,"{""latitude"":41.62754191966379,""longitude"":2.2949665420879426}",les Franqueses del Vallès,8520,Positive
37222,"{""latitude"":40.1659322,""longitude"":-8.8516006}",Figueira da Foz,3080-510,Positive
37070,"{""latitude"":38.2706074,""longitude"":-0.6833483}",Elx / Elche,3202,Positive
36908,"{""latitude"":36.1385234,""longitude"":-5.4562591}",Algeciras,11204,Positive
36874,"{""latitude"":37.3129596,""longitude"":-6.103738}",Almensilla,41111,Positive
35957,"{""latitude"":36.5222169,""longitude"":-6.2272823}",Puerto Real,11519,StrongPositive
35847,"{""latitude"":36.6677553,""longitude"":-6.1392758}",Jerez de la Frontera,11408,Positive
35077,"{""latitude"":37.3463125,""longitude"":-6.0606627}",Mairena del Aljarafe,41927,StrongPositive
34796,"{""latitude"":37.1159622,""longitude"":-8.021248}",Loulé,8100,StrongPositive
34589,"{""latitude"":38.682017,""longitude"":-6.4064315}",Almendralejo,6200,StrongPositive
32922,"{""latitude"":37.2979994,""longitude"":-3.1297883}",Guadix,18500,Positive
32501,"{""latitude"":38.92766877555857,""longitude"":-6.347885241332148}",Mérida,6800,Positive
32204,"{""latitude"":38.68671307116705,""longitude"":-9.353021900785565}",Cascais,2775-250,Positive
31332,"{""latitude"":41.6275535944403,""longitude"":2.2950022732737723}",les Franqueses del Vallès,8520,Positive
30912,"{""latitude"":38.2705936,""longitude"":-0.6833633}",Elx / Elche,3202,Positive
30242,"{""latitude"":36.694031,""longitude"":-4.4430433}",Málaga,29004,Positive
29792,"{""latitude"":37.2881406,""longitude"":-7.1434836}",Cartaya,21450,Positive
29217,"{""latitude"":37.3858945,""longitude"":-5.9797214}",Sevilla,41018,StrongPositive
28979,"{""latitude"":36.5991072,""longitude"":-6.2444245}",El Puerto de Santa María,11500,StrongPositive
28732,"{""latitude"":37.3805116,""longitude"":-5.9783293}",Sevilla,41018,StrongPositive
28557,"{""latitude"":40.4286571,""longitude"":-3.7026845}",Madrid,28004,StrongPositive
28435,"{""latitude"":43.3529097,""longitude"":-2.8397993}",Mungia,48100,Positive
28397,"{""latitude"":38.906784285279905,""longitude"":-6.6102832637396425}",Montijo,6480,Positive
28275,"{""latitude"":40.035508039518916,""longitude"":-3.595236799860157}",Aranjuez,28300,Positive
28082,"{""latitude"":37.401456,""longitude"":-5.9374102}",Sevilla,41020,StrongPositive
27060,"{""latitude"":36.6939567,""longitude"":-4.4431252}",Málaga,29004,Positive
27051,"{""latitude"":41.6480251,""longitude"":-0.9181749}",Zaragoza,50012,Positive
25902,"{""latitude"":38.9889725,""longitude"":-0.529546}",Xàtiva,46800,Positive
25824,"{""latitude"":41.62753455367513,""longitude"":2.2949836431451267}",les Franqueses del Vallès,8520,Positive
25653,"{""latitude"":40.0712871,""longitude"":-8.8045265}",Figueira da Foz,3090-495,Positive
25559,"{""latitude"":36.440760469676206,""longitude"":-6.142554421359752}",Chiclana de la Frontera,11130,Positive
25535,"{""latitude"":41.62757684716863,""longitude"":2.2950760058965884}",les Franqueses del Vallès,8520,Positive
24931,"{""latitude"":39.9932375,""longitude"":-0.0347861}",Castelló de la Plana,12004,StrongPositive
24783,"{""latitude"":37.1984205,""longitude"":-3.6151673}",Granada,18014,Positive
24526,"{""latitude"":37.1868985,""longitude"":-5.7881644}",Utrera,41710,Positive
23714,"{""latitude"":38.6416829,""longitude"":-0.8687971}",Villena,3400,StrongPositive
23493,"{""latitude"":37.275282,""longitude"":-6.9914042}",Aljaraque,21120,StrongPositive
22742,"{""latitude"":37.9892245,""longitude"":-1.1271158}",Murcia,30001,Positive
22250,"{""latitude"":36.659205510134576,""longitude"":-4.506030666145222}",Málaga,29140,Positive
22017,"{""latitude"":37.41736431,""longitude"":-6.40382846}",Paterna del Campo,21880,Positive
21750,"{""latitude"":38.686690314757115,""longitude"":-9.353262576568376}",Parede,2775-250,Positive
21705,"{""latitude"":43.2746511,""longitude"":-5.6023971}",Samartín del Rei Aurelio,33950,Positive
20861,"{""latitude"":40.6222457,""longitude"":0.5936936}",la Ràpita,43540,Positive
19790,"{""latitude"":37.2980307,""longitude"":-3.1298607}",Guadix,18500,StrongPositive
19767,"{""latitude"":38.906774203463726,""longitude"":-6.610291931151391}",Montijo,6480,StrongPositive
18433,"{""latitude"":36.5305066,""longitude"":-4.8723188}",Marbella,29602,StrongPositive
18243,"{""latitude"":43.3062312,""longitude"":-8.2326741}",Carrio,15165,StrongPositive
17436,"{""latitude"":41.6276264,""longitude"":2.2947037}",les Franqueses del Vallès,8520,Positive
15646,"{""latitude"":40.0712885,""longitude"":-8.8045039}",Figueira da Foz,3090-495,Positive
14974,"{""latitude"":37.0239873,""longitude"":-4.5738909}",Antequera,29200,StrongPositive
14915,"{""latitude"":37.54851536363147,""longitude"":-4.766767965634135}",Santaella,14548,StrongPositive
14270,"{""latitude"":36.4284004,""longitude"":-6.1431017}",Chiclana de la Frontera,11130,Positive
13433,"{""latitude"":38.39703063394438,""longitude"":-6.40200012543916}",Puebla de Sancho Pérez,,Positive
13151,"{""latitude"":37.3855599,""longitude"":-5.9076737}",Sevilla,41016,StrongPositive
13081,"{""latitude"":28.3303558,""longitude"":-16.3678111}",Arafo,38509,StrongPositive
13059,"{""latitude"":39.57919011857771,""longitude"":-0.5333065731719456}",la Pobla de Vallbona,46185,Positive
12614,"{""latitude"":28.055370864330396,""longitude"":-16.620481902314214}",San Miguel de Abona,38639,Positive
12359,"{""latitude"":40.5642697,""longitude"":-3.6118408}",San Sebastián de los Reyes,28702,StrongPositive
12347,"{""latitude"":39.7188066,""longitude"":2.9060853}",Inca,7300,StrongPositive
12275,"{""latitude"":40.1658401,""longitude"":-8.8514513}",Figueira da Foz,3080-510,Positive
11789,"{""latitude"":38.906776937216655,""longitude"":-6.610265571275343}",Montijo,6480,Positive
11580,"{""latitude"":38.6376056,""longitude"":-0.8704663}",Villena,3400,Positive
9898,"{""latitude"":36.4284141,""longitude"":-6.1431267}",Chiclana de la Frontera,11130,Positive
9736,"{""latitude"":37.3026588,""longitude"":-6.2987027}",Pilas,41840,StrongPositive
9593,"{""latitude"":37.44644164999998,""longitude"":-7.104422559999997}",San Bartolomé de la Torre,21510,StrongPositive
